time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.01,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.262,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.262,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.263,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.263,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.263,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.263,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.264,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.264,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.264,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.266,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.266,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.266,21.68338,130.55847,-0.06946,27.94724,2.85305,-0.33267,-0.04436,0.01099,0.07086,0.99644,-0.1895,0.03363,0.24606,8.65476,50.64848,-3.67025,2.30671,-0.73643,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.277,22.14954,130.60701,-0.07518,27.99226,2.97241,-0.354,-0.04594,0.01125,0.07291,0.99622,-0.1919,0.03338,0.24856,8.1026,50.90432,-3.84011,2.31018,-0.74059,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.293,22.61644,130.65756,-0.08126,28.03426,3.0931,-0.3763,-0.04754,0.0115,0.07499,0.99598,-0.19424,0.03312,0.25094,7.55967,51.14445,-4.01381,2.31337,-0.74352,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.31,23.084,130.71012,-0.08773,28.07329,3.21504,-0.39958,-0.04916,0.01176,0.07709,0.99574,-0.19653,0.03288,0.25322,7.02593,51.36914,-4.19128,2.31629,-0.74521,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.326,23.5522,130.76473,-0.09459,28.10941,3.33815,-0.42388,-0.0508,0.012,0.07921,0.99549,-0.19877,0.03264,0.25539,6.5013,51.57876,-4.37247,2.31895,-0.74563,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.343,24.02097,130.8214,-0.10186,28.14266,3.46233,-0.44919,-0.05245,0.01225,0.08134,0.99523,-0.20094,0.03241,0.25748,5.98572,51.77372,-4.55733,2.32138,-0.74476,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.36,24.49027,130.88015,-0.10957,28.1731,3.58753,-0.47556,-0.05412,0.01249,0.08349,0.99496,-0.20307,0.0322,0.25948,5.47911,51.9545,-4.74581,2.32357,-0.74259,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.376,24.96006,130.94099,-0.11772,28.20078,3.71365,-0.50299,-0.05581,0.01274,0.08566,0.99468,-0.20514,0.03201,0.26141,4.98135,52.12157,-4.93787,2.32557,-0.7391,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.393,25.43028,131.00394,-0.12634,28.22573,3.84062,-0.53151,-0.05751,0.01298,0.08784,0.99439,-0.20717,0.03183,0.26326,4.49235,52.27545,-5.13346,2.32737,-0.73429,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.41,25.9009,131.06901,-0.13544,28.24802,3.96838,-0.56114,-0.05923,0.01321,0.09003,0.99409,-0.20914,0.03168,0.26505,4.01198,52.41664,-5.33253,2.329,-0.72814,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.427,26.37187,131.13622,-0.14505,28.26769,4.09686,-0.59189,-0.06097,0.01345,0.09224,0.99378,-0.21106,0.03155,0.26678,3.54013,52.54562,-5.53504,2.33048,-0.72064,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.443,26.84314,131.20558,-0.15518,28.28478,4.22598,-0.62378,-0.06271,0.01368,0.09447,0.99346,-0.21293,0.03145,0.26845,3.07667,52.66289,-5.74094,2.33182,-0.7118,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.46,27.31468,131.27709,-0.16585,28.29935,4.3557,-0.65684,-0.06448,0.01391,0.0967,0.99312,-0.21476,0.03138,0.27007,2.62145,52.76891,-5.95018,2.33303,-0.7016,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.477,27.78644,131.35077,-0.17708,28.31143,4.48595,-0.69108,-0.06626,0.01415,0.09895,0.99278,-0.21653,0.03134,0.27164,2.17434,52.8641,-6.16271,2.33414,-0.69006,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.493,28.25838,131.42663,-0.18889,28.32107,4.61666,-0.72651,-0.06805,0.01438,0.10121,0.99243,-0.21827,0.03134,0.27317,1.7352,52.9489,-6.37848,2.33514,-0.67716,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.51,28.73046,131.50466,-0.2013,28.32831,4.74779,-0.76316,-0.06985,0.01461,0.10349,0.99207,-0.21995,0.03137,0.27465,1.30389,53.02367,-6.59741,2.33606,-0.66291,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.526,29.20264,131.58489,-0.21434,28.3332,4.87929,-0.80105,-0.07167,0.01483,0.10577,0.99169,-0.22159,0.03143,0.2761,0.88026,53.08878,-6.81947,2.3369,-0.64731,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.543,29.67489,131.66731,-0.22801,28.33578,5.01109,-0.84019,-0.0735,0.01506,0.10807,0.99131,-0.22319,0.03154,0.27751,0.46417,53.14457,-7.04457,2.33766,-0.63038,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.56,30.14716,131.75193,-0.24235,28.33609,5.14315,-0.88059,-0.07535,0.01529,0.11037,0.99091,-0.22474,0.03168,0.27888,0.05547,53.19134,-7.27265,2.33837,-0.61211,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.576,30.61941,131.83875,-0.25737,28.33417,5.27543,-0.92228,-0.0772,0.01552,0.11269,0.9905,-0.22626,0.03187,0.28022,-0.34597,53.22937,-7.50364,2.33901,-0.59253,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.593,31.09162,131.92777,-0.2731,28.33005,5.40787,-0.96526,-0.07907,0.01576,0.11502,0.99009,-0.22773,0.0321,0.28153,-0.74031,53.25894,-7.73746,2.33961,-0.57163,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.61,31.56373,132.01901,-0.28955,28.32379,5.54042,-1.00956,-0.08095,0.01599,0.11735,0.98966,-0.22916,0.03237,0.28282,-1.12768,53.28027,-7.97404,2.34016,-0.54944,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.626,32.03573,132.11246,-0.30676,28.31541,5.67306,-1.05519,-0.08284,0.01622,0.1197,0.98922,-0.23055,0.03269,0.28407,-1.50822,53.29361,-8.21328,2.34066,-0.52597,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.643,32.50757,132.20811,-0.32474,28.30495,5.80572,-1.10216,-0.08474,0.01646,0.12206,0.98876,-0.23191,0.03306,0.2853,-1.88207,53.29915,-8.45512,2.34112,-0.50123,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.659,32.97922,132.30598,-0.34351,28.29246,5.93837,-1.1505,-0.08665,0.0167,0.12442,0.9883,-0.23323,0.03347,0.2865,-2.24936,53.2971,-8.69945,2.34154,-0.47524,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.677,33.45064,132.40606,-0.36309,28.27795,6.07097,-1.2002,-0.08857,0.01694,0.12679,0.98782,-0.23451,0.03393,0.28768,-2.61023,53.28763,-8.9462,2.34193,-0.44801,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.693,33.92181,132.50834,-0.38352,28.26148,6.20347,-1.25128,-0.0905,0.01719,0.12917,0.98733,-0.23575,0.03445,0.28884,-2.96481,53.27093,-9.19527,2.34228,-0.41958,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.71,34.39268,132.61284,-0.40481,28.24308,6.33585,-1.30376,-0.09244,0.01744,0.13156,0.98683,-0.23696,0.03501,0.28998,-3.31323,53.24716,-9.44657,2.3426,-0.38995,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.727,34.86323,132.71954,-0.42699,28.22277,6.46805,-1.35765,-0.09439,0.01769,0.13396,0.98632,-0.23814,0.03562,0.29109,-3.65561,53.21648,-9.7,2.34288,-0.35916,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.744,35.33343,132.82844,-0.45007,28.20059,6.60004,-1.41296,-0.09635,0.01795,0.13636,0.9858,-0.23928,0.03628,0.29219,-3.99209,53.17904,-9.95547,2.34313,-0.32721,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.76,35.80324,132.93954,-0.47409,28.17657,6.73179,-1.4697,-0.09832,0.01821,0.13877,0.98526,-0.24039,0.037,0.29328,-4.3228,53.13499,-10.21289,2.34335,-0.29414,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.777,36.27264,133.05283,-0.49907,28.15075,6.86326,-1.52788,-0.10029,0.01848,0.14119,0.98472,-0.24147,0.03776,0.29434,-4.64785,53.08447,-10.47215,2.34354,-0.25998,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.794,36.74159,133.16831,-0.52503,28.12316,6.99442,-1.5875,-0.10228,0.01876,0.14361,0.98416,-0.24252,0.03858,0.29539,-4.96737,53.02761,-10.73318,2.3437,-0.22473,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.81,37.21007,133.28598,-0.552,28.09381,7.12522,-1.64859,-0.10427,0.01904,0.14604,0.98358,-0.24354,0.03945,0.29643,-5.28149,52.96456,-10.99586,2.34382,-0.18844,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.827,37.67804,133.40582,-0.57999,28.06276,7.25564,-1.71114,-0.10621,0.01933,0.14848,0.98301,-0.22846,0.04037,0.29745,-5.59028,52.89586,-11.25758,2.34392,-0.15124,0.0001,0.02454,0.00039,0.0,0.0,0.0
6.844,38.14548,133.52783,-0.60904,28.03001,7.38566,-1.77507,-0.10802,0.01966,0.15092,0.98243,-0.21381,0.04135,0.29846,-5.89376,52.82371,-11.50835,2.34397,-0.11361,0.0001,0.02454,0.00039,0.0,0.0,0.0
6.86,38.61236,133.652,-0.63917,27.99561,7.51527,-1.84033,-0.10971,0.02001,0.15336,0.98186,-0.19958,0.04237,0.29946,-6.19226,52.74962,-11.74604,2.34401,-0.07576,0.0001,0.02454,0.00039,0.0,0.0,0.0
6.877,39.07866,133.77834,-0.67039,27.95958,7.64447,-1.90683,-0.11129,0.02039,0.15581,0.98129,-0.18575,0.04343,0.30045,-6.48612,52.67456,-11.97103,2.34409,-0.03778,0.0001,0.05718,0.00039,0.0,0.0,0.0
6.894,39.54434,133.90682,-0.70274,27.92194,7.77324,-1.97452,-0.11276,0.0208,0.15826,0.98072,-0.17233,0.04455,0.30143,-6.77563,52.59928,-12.18369,2.34421,0.00024,0.0001,0.05718,0.00039,0.0,0.0,0.0
6.91,40.00938,134.03744,-0.73622,27.88271,7.9016,-2.04332,-0.11413,0.02123,0.16071,0.98015,-0.15929,0.0457,0.30239,-7.06109,52.52435,-12.38434,2.3444,0.03821,0.0001,0.05718,0.00039,0.0,0.0,0.0
