time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.007,41.98814,127.36023,1.0e-5,41.90554,-3.65545,0.00037,0.00031,-0.00066,-0.00078,1.0,0.0142,-0.01972,-0.0132,2297.63072,5393.30397,4.68519,0.08548,0.001,0.10155,1.0,-1.0,0.10155,0.44998,-0.64998,1.0,0.78167
6.024,42.68711,127.2992,2.0e-5,41.97119,-3.66869,0.00055,0.00043,-0.00082,-0.00089,1.0,0.01738,-0.02271,-0.01297,2363.37791,5407.34184,6.43157,0.08545,0.00126,0.10155,1.0,-1.0,0.10155,0.49998,-0.69998,1.0,0.80334
6.041,43.3872,127.23794,3.0e-5,42.03867,-3.68155,0.00079,0.00058,-0.00101,-0.001,1.0,0.02089,-0.02592,-0.01281,2429.00949,5421.22471,8.58817,0.08541,0.00156,0.09374,1.0,-1.0,0.09374,0.54998,-0.74998,1.0,0.82501
6.057,44.08842,127.17648,5.0e-5,42.10796,-3.69402,0.0011,0.00075,-0.00123,-0.0011,1.0,0.02474,-0.02933,-0.01264,2494.52593,5434.9618,11.20371,0.08536,0.00191,0.09374,1.0,-1.0,0.09374,0.59998,-0.79998,1.0,0.84667
6.074,44.79081,127.11481,7.0e-5,42.17907,-3.70612,0.0015,0.00096,-0.00147,-0.00121,1.0,0.02891,-0.03295,-0.01248,2559.92253,5448.48568,14.32804,0.0853,0.0023,0.09374,1.0,-1.0,0.09374,0.64998,-0.84998,1.0,0.86834
6.09,45.4944,127.05295,0.0001,42.25199,-3.71784,0.002,0.0012,-0.00175,-0.00131,1.0,0.03342,-0.03677,-0.01231,2625.20015,5461.80902,18.0123,0.08522,0.00275,0.09374,1.0,-1.0,0.09374,0.69998,-0.89998,1.0,0.89001
6.107,46.19923,126.99089,0.00013,42.32672,-3.72921,0.00262,0.00147,-0.00206,-0.00142,1.0,0.03827,-0.04079,-0.01215,2690.35965,5474.94523,22.30885,0.08514,0.00324,0.09374,1.0,-1.0,0.09374,0.74998,-0.94998,1.0,0.91167
6.124,46.90531,126.92864,0.00018,42.40326,-3.74021,0.00337,0.00179,-0.0024,-0.00152,0.99999,0.04345,-0.04501,-0.01198,2755.40184,5487.90854,27.27128,0.08505,0.00379,0.09374,1.0,-1.0,0.09374,0.79998,-0.99998,1.0,0.93334
6.14,47.61268,126.86622,0.00025,42.4816,-3.75086,0.00429,0.00216,-0.00277,-0.00162,0.99999,0.04898,-0.04921,-0.0118,2820.32749,5500.71416,32.95442,0.08495,0.0044,0.09374,1.0,-1.0,0.09374,0.84998,-1.0,1.0,0.95501
6.157,48.32138,126.80362,0.00033,42.56175,-3.76115,0.00538,0.00256,-0.00318,-0.00172,0.99999,0.05485,-0.05336,-0.01163,2885.13734,5513.37832,39.41432,0.08484,0.00507,0.09374,1.0,-1.0,0.09374,0.89998,-1.0,1.0,0.97667
6.174,49.03142,126.74085,0.00043,42.64369,-3.7711,0.00668,0.00302,-0.00363,-0.00181,0.99999,0.06107,-0.05749,-0.01145,2949.8321,5525.9183,46.69715,0.08473,0.00579,0.09374,1.0,-1.0,0.09374,0.94998,-1.0,1.0,0.99834
6.191,49.74283,126.67792,0.00055,42.72575,-3.78069,0.00819,0.00353,-0.00411,-0.00191,0.99998,0.06763,-0.06158,-0.01127,2954.3915,5538.57116,54.41457,0.0846,0.00657,0.09374,1.0,-1.0,0.09374,0.99998,-1.0,1.0,1.0
6.207,50.45561,126.61483,0.0007,42.8078,-3.78994,0.00994,0.00409,-0.00462,-0.002,0.99998,0.07422,-0.06563,-0.01109,2953.89808,5550.96436,62.89159,0.08447,0.00741,0.09374,1.0,-1.0,0.09374,1.0,-1.0,1.0,1.0
6.224,51.16976,126.55159,0.00089,42.88984,-3.79886,0.01194,0.00471,-0.00517,-0.00209,0.99998,0.08083,-0.06965,-0.01091,2953.33425,5563.09246,72.19333,0.08434,0.0083,0.09374,1.0,-1.0,0.09374,1.0,-1.0,1.0,1.0
