time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.009,43.82566,127.02403,-0.0,39.92549,-4.0266,-0.0,-0.0,0.0,-0.0071,0.99998,-0.00021,0.0,-0.04404,746.24669,4960.15984,-0.00029,0.08645,-0.0,0.34374,-0.06252,2.0e-5,0.04998,-0.05002,2.0e-5,1.0,0.21667
6.025,44.49127,126.9567,-0.0,39.94809,-4.05237,-0.0,-0.0,0.0,-0.00747,0.99997,-0.00062,0.0,-0.0438,813.58767,4956.38125,-0.00038,0.08631,-0.0,0.78125,-0.3594,2.0e-5,0.09998,-0.10002,2.0e-5,1.0,0.23833
6.042,45.15728,126.88895,-0.0,39.97256,-4.07824,-0.0,-1.0e-5,0.0,-0.00783,0.99997,-0.00125,0.0,-0.04288,880.86966,4952.36879,-0.01764,0.08616,0.0,1.0,-0.57815,2.0e-5,0.14998,-0.15002,2.0e-5,1.0,0.26
6.058,45.82371,126.82076,-0.0,39.9989,-4.10422,-0.0,-2.0e-5,0.0,-0.00819,0.99997,-0.00208,0.0,-0.04128,948.14726,4948.78293,-0.06922,0.08601,0.0,1.0,-0.76565,2.0e-5,0.19998,-0.20002,2.0e-5,1.0,0.28167
6.075,46.49059,126.75214,-0.0,40.02711,-4.13027,-1.0e-5,-3.0e-5,0.0,-0.00854,0.99996,-0.00311,0.0,-0.03899,1015.47268,4946.2653,-0.17226,0.08587,0.0,1.0,-0.76565,2.0e-5,0.24998,-0.25002,2.0e-5,1.0,0.30333
6.092,47.15796,126.68308,-0.0,40.05719,-4.15634,-2.0e-5,-6.0e-5,0.0,-0.00886,0.99996,-0.00436,0.0,-0.03602,1082.89578,4945.43991,-0.34401,0.08575,1.0e-5,1.0,-0.76565,2.0e-5,0.29998,-0.30002,2.0e-5,1.0,0.325
6.108,47.82585,126.61359,-0.0,40.08915,-4.18237,-3.0e-5,-0.0001,0.0,-0.00916,0.99996,-0.00581,0.0,-0.03236,1150.46412,4946.91433,-0.60194,0.08567,1.0e-5,1.0,-0.76565,2.0e-5,0.34998,-0.35002,2.0e-5,1.0,0.34667
6.125,48.49428,126.54367,-0.0,40.12299,-4.20828,-6.0e-5,-0.00015,0.0,-0.00943,0.99996,-0.00748,0.0,-0.02801,1218.22302,4951.28082,-0.9639,0.08563,2.0e-5,1.0,-0.76565,2.0e-5,0.39998,-0.40002,2.0e-5,1.0,0.36833
6.142,49.1633,126.47332,-0.0,40.15871,-4.23397,-0.0001,-0.00021,0.0,-0.00966,0.99995,-0.00935,0.0,-0.02297,1286.21553,4959.11736,-1.44834,0.08564,3.0e-5,1.0,-0.76565,2.0e-5,0.44998,-0.45002,2.0e-5,1.0,0.39
6.158,49.83292,126.40254,-1.0e-5,40.19634,-4.25933,-0.00016,-0.00029,0.0,-0.00986,0.99995,-0.01143,0.0,-0.01725,1354.4823,4970.98873,-2.07453,0.08572,4.0e-5,1.0,-0.76565,2.0e-5,0.49998,-0.50002,2.0e-5,1.0,0.41167
