time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.604,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.757,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.757,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.758,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.758,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.758,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.758,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.758,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.759,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.759,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.759,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.759,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.759,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.76,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.76,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.76,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.76,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.76,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.761,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.762,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.762,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.762,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.762,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.762,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.763,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.763,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.763,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.763,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.763,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.764,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.764,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.764,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.764,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.764,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.765,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.765,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.765,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.765,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.765,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.767,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.767,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.767,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.767,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.767,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.768,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.768,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.768,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.768,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.768,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.769,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.769,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.769,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.769,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.769,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.77,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.77,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.77,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.77,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.771,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.771,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.771,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.771,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.771,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.772,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.772,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.772,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.772,0.59992,429.99804,0.0,29.9923,-0.19613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00354,-230.98356,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
