time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.009,14.28014,128.76514,0.0,12.91349,-2.94701,0.0,0.0,0.0,-0.0894,0.99613,0.0,0.0,-0.44476,-14.21595,15.12659,0.0,0.04555,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.026,14.49472,128.71536,0.0,12.83575,-3.02689,0.0,0.0,0.0,-0.09309,0.9958,0.0,0.0,-0.44909,-13.99256,15.04231,0.0,0.04535,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.042,14.70813,128.66422,0.0,12.77342,-3.10988,0.0,0.0,0.0,-0.09682,0.99545,-0.0,0.0,-0.45456,-11.21937,14.48153,0.0,0.04516,-0.0,-0.86722,-2.0e-5,2.0e-5,-0.05,-2.0e-5,2.0e-5,0.50001,0.02167
6.059,14.92062,128.61167,0.0,12.72624,-3.19607,0.0,-0.0,0.0,-0.10059,0.99508,-0.0,0.0,-0.45862,-8.49269,13.90531,0.0,0.04491,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.04333
6.076,15.13246,128.55765,-0.0,12.69394,-3.2856,-0.0,-0.0,0.0,-0.10439,0.9947,-0.0,0.0,-0.46253,-5.81415,13.30424,-0.0,0.04456,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.065
6.093,15.34388,128.50212,-0.0,12.67626,-3.3786,-0.0,-0.0,0.0,-0.10823,0.9943,-0.0,0.0,-0.46626,-3.18278,12.68053,-0.0,0.04414,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.08667
6.109,15.55512,128.445,-0.0,12.67293,-3.4752,-0.0,-0.0,0.0,-0.11209,0.99388,-0.0,0.0,-0.46978,-0.59916,12.03106,-0.0,0.04364,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.10833
6.126,15.76643,128.38625,-0.0,12.68368,-3.57557,-0.0,-0.0,0.0,-0.11598,0.99344,-0.0,0.0,-0.47306,1.93605,11.35322,-0.0,0.04304,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.13
6.143,15.97802,128.32579,-0.0,12.70825,-3.67988,-0.0,-0.0,0.0,-0.11989,0.99298,-0.0,0.0,-0.47608,4.42209,10.64481,-0.0,0.04234,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.15167
6.159,16.19015,128.26355,-0.0,12.74635,-3.7883,-0.0,-0.0,0.0,-0.12383,0.99251,-0.0,0.0,-0.47879,6.85811,9.90405,-0.0,0.04154,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.17333
6.176,16.40301,128.19947,-0.0,12.7977,-3.90103,-0.0,-0.0,0.0,-0.12779,0.99201,-0.0,0.0,-0.48115,9.24321,9.12957,-0.0,0.04064,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.195
