time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.009,14.2306,127.56547,0.0,12.77197,-5.37093,0.0,0.0,0.0,-0.22155,0.97592,0.0,0.0,-0.5958,-15.1601,12.30235,0.0,-0.04652,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.026,14.44277,127.47516,0.0,12.68884,-5.46571,0.0,0.0,0.0,-0.22639,0.97482,0.0,0.0,-0.55839,-14.96387,12.35935,0.0,-0.0484,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.043,14.65357,127.38328,0.0,12.60677,-5.56017,0.0,0.0,0.0,-0.23093,0.97376,0.0,0.0,-0.52071,-14.77217,12.41757,0.0,-0.04966,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.06,14.86301,127.28983,0.0,12.52575,-5.65429,0.0,0.0,0.0,-0.23515,0.97276,0.0,0.0,-0.48304,-14.58486,12.47698,0.0,-0.05031,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.076,15.0711,127.19481,0.0,12.44574,-5.74808,0.0,0.0,0.0,-0.23906,0.97182,0.0,0.0,-0.44563,-14.4018,12.53757,0.0,-0.05034,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.093,15.27788,127.09823,0.0,12.36672,-5.84153,0.0,0.0,0.0,-0.24267,0.97093,0.0,0.0,-0.40875,-14.22285,12.59933,0.0,-0.04974,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.109,15.48334,127.00009,0.0,12.28868,-5.93463,0.0,0.0,0.0,-0.24597,0.9701,0.0,0.0,-0.37264,-14.04788,12.66225,0.0,-0.04854,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.126,15.68751,126.90041,0.0,12.21158,-6.02737,0.0,0.0,0.0,-0.24898,0.96934,0.0,0.0,-0.33754,-13.87676,12.72631,0.0,-0.04674,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.143,15.8904,126.79918,0.0,12.13542,-6.11975,0.0,0.0,0.0,-0.25171,0.96864,0.0,0.0,-0.30371,-13.70937,12.79151,0.0,-0.04435,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.159,16.09203,126.69642,0.0,12.06017,-6.21177,0.0,0.0,0.0,-0.25416,0.96801,0.0,0.0,-0.27134,-13.54559,12.85781,0.0,-0.04139,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
