time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.016,43.08964,127.13972,0.0,39.70322,-3.81237,0.0,0.0,0.0,-0.00143,1.0,0.0,0.0,-0.02031,30.09417,5278.62084,0.0,0.09277,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.032,43.75137,127.07604,0.0,39.70413,-3.82902,0.0,0.0,0.0,-0.0016,1.0,0.0,0.0,-0.02103,32.69537,5284.44002,0.0,0.09287,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.049,44.41311,127.01209,0.0,39.70511,-3.84554,0.0,0.0,0.0,-0.00178,1.0,0.0,0.0,-0.02175,35.20869,5289.35666,0.0,0.09294,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.066,45.07487,126.94786,0.0,39.70615,-3.86194,0.0,0.0,0.0,-0.00196,1.0,0.0,0.0,-0.02248,37.63898,5293.40537,0.0,0.093,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.082,45.73665,126.88336,0.0,39.70726,-3.87826,0.0,0.0,0.0,-0.00214,1.0,0.0,0.0,-0.0232,39.99095,5296.61962,0.0,0.09304,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.099,46.39845,126.81859,0.0,39.70844,-3.89451,0.0,0.0,0.0,-0.00234,1.0,0.0,0.0,-0.02392,42.26918,5299.03181,0.0,0.09307,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.115,47.06027,126.75354,0.0,39.70967,-3.91071,0.0,0.0,0.0,-0.00254,1.0,0.0,0.0,-0.02464,44.4781,5300.6733,0.0,0.09309,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.132,47.7221,126.68823,0.0,39.71097,-3.92689,0.0,0.0,0.0,-0.00274,1.0,0.0,0.0,-0.02536,46.62201,5301.57441,0.0,0.09309,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.149,48.38396,126.62265,0.0,39.71232,-3.94306,0.0,0.0,0.0,-0.00295,1.0,0.0,0.0,-0.02608,48.70504,5301.76447,0.0,0.09308,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.165,49.04585,126.55679,0.0,39.71373,-3.95925,0.0,0.0,0.0,-0.00317,1.0,0.0,0.0,-0.0268,50.73122,5301.27187,0.0,0.09306,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
