time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.017,14.25427,128.5531,0.0,12.88699,-3.61948,0.0,0.0,0.0,-0.14254,0.99022,0.0,0.0,-0.66771,-14.10103,14.75631,0.0,-0.00809,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.034,14.46841,128.49209,0.0,12.80988,-3.70102,0.0,0.0,0.0,-0.14804,0.98943,0.0,0.0,-0.64775,-13.87974,14.74148,0.0,-0.01211,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.051,14.68127,128.42973,0.0,12.73398,-3.78264,0.0,0.0,0.0,-0.15338,0.98863,0.0,0.0,-0.62647,-13.66329,14.72954,0.0,-0.01578,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.067,14.89288,128.366,0.0,12.65925,-3.8643,0.0,0.0,0.0,-0.15854,0.98783,0.0,0.0,-0.60404,-13.45153,14.72042,0.0,-0.01909,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.084,15.10326,128.30092,0.0,12.58567,-3.946,0.0,0.0,0.0,-0.16351,0.98703,0.0,0.0,-0.58063,-13.24434,14.71405,0.0,-0.022,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,15.31241,128.23447,0.0,12.51321,-4.02772,0.0,0.0,0.0,-0.16828,0.98624,0.0,0.0,-0.55642,-13.04158,14.7104,0.0,-0.02451,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.117,15.52037,128.16666,0.0,12.44186,-4.10944,0.0,0.0,0.0,-0.17285,0.98546,0.0,0.0,-0.53157,-12.84311,14.70938,0.0,-0.0266,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.133,15.72715,128.09749,0.0,12.37159,-4.19116,0.0,0.0,0.0,-0.17722,0.9847,0.0,0.0,-0.50628,-12.64883,14.71095,0.0,-0.02827,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.15,15.93277,128.02696,0.0,12.30238,-4.27286,0.0,0.0,0.0,-0.18137,0.98395,0.0,0.0,-0.4807,-12.4586,14.71506,0.0,-0.02949,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.167,16.13724,127.95506,0.0,12.2342,-4.35451,0.0,0.0,0.0,-0.18531,0.98322,0.0,0.0,-0.45502,-12.27231,14.72164,0.0,-0.03028,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.184,16.34058,127.88181,0.0,12.16703,-4.43612,0.0,0.0,0.0,-0.18904,0.98252,0.0,0.0,-0.42939,-12.08984,14.73065,0.0,-0.03062,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.201,16.54281,127.80719,0.0,12.10086,-4.51766,0.0,0.0,0.0,-0.19255,0.98185,0.0,0.0,-0.404,-11.91108,14.74205,0.0,-0.03053,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.217,16.74395,127.73122,0.0,12.03566,-4.59913,0.0,0.0,0.0,-0.19585,0.9812,0.0,0.0,-0.37899,-11.73592,14.75577,0.0,-0.02999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
