time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.008,41.82875,127.2235,0.0,39.81835,-3.95052,0.0,0.0,0.0,-0.0061,0.99998,0.0,0.0,-0.04203,88.91529,4961.81274,0.0,0.08674,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.025,42.49241,127.15744,0.0,39.8209,-3.97618,0.0,0.0,0.0,-0.00645,0.99998,0.0,0.0,-0.04319,91.8409,4960.18064,0.0,0.08669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.041,43.15611,127.09096,0.0,39.82353,-4.00192,0.0,0.0,0.0,-0.00681,0.99998,0.0,0.0,-0.04436,94.68237,4957.50883,0.0,0.08662,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.058,43.81986,127.02404,0.0,39.82623,-4.02775,0.0,0.0,0.0,-0.00718,0.99998,0.0,0.0,-0.04552,97.44459,4953.83847,0.0,0.08654,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.075,44.48366,126.9567,0.0,39.82901,-4.05372,0.0,0.0,0.0,-0.00756,0.99997,0.0,0.0,-0.04668,100.13228,4949.20941,0.0,0.08643,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.092,45.1475,126.88892,0.0,39.83187,-4.07984,0.0,0.0,0.0,-0.00795,0.99997,0.0,0.0,-0.04784,102.75,4943.66032,0.0,0.08631,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.108,45.81138,126.8207,0.0,39.83479,-4.10614,0.0,0.0,0.0,-0.00835,0.99997,0.0,0.0,-0.04899,105.3021,4937.22867,0.0,0.08618,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.125,46.47532,126.75204,0.0,39.83779,-4.13264,0.0,0.0,0.0,-0.00875,0.99996,0.0,0.0,-0.05014,107.7928,4929.95075,0.0,0.08602,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.141,47.13931,126.68294,0.0,39.84085,-4.15937,0.0,0.0,0.0,-0.00917,0.99996,0.0,0.0,-0.05129,110.22613,4921.86175,0.0,0.08586,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.158,47.80335,126.6134,0.0,39.84398,-4.18634,0.0,0.0,0.0,-0.0096,0.99996,0.0,0.0,-0.05244,112.60594,4912.99578,0.0,0.08568,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
