time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.009,40.46571,427.69749,-2.0e-5,39.90074,-3.19456,-0.00041,-0.0,-0.0015,-0.003,0.99999,1.0e-5,-0.03637,-0.0256,934.04571,5334.31669,-3.29351,4.23846,0.14076,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.325
6.025,41.13096,427.64412,-3.0e-5,39.92853,-3.20982,-0.00052,-0.0,-0.0018,-0.00321,0.99999,2.0e-5,-0.04006,-0.02636,1000.3929,5334.68397,-3.84335,4.23358,0.17207,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.34667
6.042,41.79668,427.5905,-4.0e-5,39.95816,-3.22509,-0.00064,-0.0,-0.00213,-0.00343,0.99999,2.0e-5,-0.04372,-0.02712,1066.64267,5334.23151,-4.40448,4.22773,0.20695,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.36833
6.058,42.46291,427.53662,-5.0e-5,39.98963,-3.2404,-0.00078,-0.0,-0.0025,-0.00366,0.99999,3.0e-5,-0.04734,-0.02787,1132.7999,5332.99248,-4.96583,4.22094,0.24537,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.39
6.075,43.12968,427.48248,-6.0e-5,40.02293,-3.25576,-0.00093,-0.0,-0.00289,-0.00389,0.99999,3.0e-5,-0.05094,-0.02863,1198.86937,5330.99844,-5.5166,4.21323,0.2873,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.41167
6.092,43.79702,427.42809,-8.0e-5,40.05807,-3.2712,-0.0011,-0.0,-0.00332,-0.00413,0.99999,4.0e-5,-0.0545,-0.02938,1264.85574,5328.27942,-6.04624,4.20464,0.33272,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.43333
6.109,44.46497,427.37344,-0.0001,40.09503,-3.28673,-0.00128,-1.0e-5,-0.00377,-0.00438,0.99998,4.0e-5,-0.05802,-0.03013,1330.76355,5324.86397,-6.54446,4.19519,0.38158,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.455
6.125,45.13354,427.31853,-0.00012,40.13383,-3.30237,-0.00147,-1.0e-5,-0.00425,-0.00463,0.99998,5.0e-5,-0.06152,-0.03087,1396.59722,5320.77925,-7.00117,4.18493,0.43386,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.47667
6.141,45.80278,427.26336,-0.00015,40.17445,-3.31815,-0.00168,-1.0e-5,-0.00477,-0.00488,0.99998,6.0e-5,-0.06498,-0.03161,1462.36106,5316.05112,-7.40655,4.17387,0.48953,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.49833
6.158,46.47269,427.20793,-0.00018,40.21523,-3.33406,-0.00191,-1.0e-5,-0.00531,-0.00515,0.99997,6.0e-5,-0.06841,-0.03234,1468.08773,5311.29004,-8.32282,4.16204,0.54854,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.175,47.14328,427.15222,-0.00021,40.25603,-3.35012,-0.00217,-1.0e-5,-0.00588,-0.00542,0.99997,7.0e-5,-0.0718,-0.03307,1468.76484,5305.8302,-9.35023,4.14965,0.61089,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.191,47.81456,427.09625,-0.00025,40.29684,-3.36635,-0.00246,-1.0e-5,-0.00648,-0.00569,0.99996,8.0e-5,-0.07516,-0.03379,1469.42343,5299.64577,-10.44717,4.13675,0.67655,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.208,48.48651,427.04001,-0.0003,40.33768,-3.38277,-0.00278,-1.0e-5,-0.0071,-0.00597,0.99996,9.0e-5,-0.07848,-0.03451,1470.06936,5292.77535,-11.61481,4.12335,0.74549,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.225,49.15915,426.98349,-0.00035,40.37853,-3.3994,-0.00314,-1.0e-5,-0.00776,-0.00626,0.99995,0.0001,-0.08177,-0.03523,1470.70833,5285.25609,-12.85434,4.10951,0.81767,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.241,49.83246,426.9267,-0.0004,40.4194,-3.41626,-0.00353,-1.0e-5,-0.00844,-0.00656,0.99995,0.00011,-0.08502,-0.03594,1471.3459,5277.1237,-14.16685,4.09524,0.89308,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.258,50.50646,426.86962,-0.00046,40.46029,-3.43336,-0.00397,-1.0e-5,-0.00915,-0.00685,0.99994,0.00012,-0.08823,-0.03664,1471.98751,5268.41252,-15.55345,4.08058,0.97166,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.275,51.18114,426.81225,-0.00053,40.5012,-3.45072,-0.00444,-2.0e-5,-0.00988,-0.00716,0.99993,0.00014,-0.09141,-0.03734,1472.63848,5259.15556,-17.01514,4.06555,1.0534,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.291,51.8565,426.75459,-0.00061,40.54212,-3.46834,-0.00495,-2.0e-5,-0.01064,-0.00747,0.99992,0.00015,-0.09455,-0.03803,1473.30399,5249.38458,-18.5529,4.05018,1.13826,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.308,52.53254,426.69663,-0.0007,40.58307,-3.48626,-0.00551,-2.0e-5,-0.01143,-0.00779,0.99991,0.00016,-0.09765,-0.03872,1473.98911,5239.13005,-20.16765,4.0345,1.22621,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.325,53.20927,426.63838,-0.0008,40.62403,-3.50447,-0.00612,-2.0e-5,-0.01225,-0.00811,0.9999,0.00018,-0.10071,-0.0394,1474.69882,5228.42131,-21.86024,4.01853,1.31721,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.341,53.88668,426.57982,-0.0009,40.66502,-3.52299,-0.00678,-2.0e-5,-0.01308,-0.00844,0.99988,0.00019,-0.10373,-0.04007,1475.43796,5217.28649,-23.63145,4.0023,1.41123,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.359,54.56477,426.52094,-0.00102,40.70602,-3.54183,-0.00749,-2.0e-5,-0.01395,-0.00877,0.99987,0.00021,-0.10671,-0.04074,1476.21129,5205.75265,-25.48199,3.98581,1.50823,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.375,55.24355,426.46175,-0.00115,40.74705,-3.561,-0.00825,-2.0e-5,-0.01484,-0.00911,0.99985,0.00022,-0.10965,-0.0414,1477.02346,5193.84574,-27.41253,3.96911,1.60818,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.391,55.92301,426.40224,-0.0013,40.7881,-3.58051,-0.00906,-3.0e-5,-0.01575,-0.00946,0.99984,0.00024,-0.11255,-0.04205,1477.87903,5181.59069,-29.42363,3.9522,1.71104,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.408,56.60315,426.3424,-0.00146,40.82918,-3.60037,-0.00994,-3.0e-5,-0.01669,-0.00981,0.99982,0.00026,-0.1154,-0.0427,1478.78246,5169.01143,-31.51578,3.93511,1.81678,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.425,57.28398,426.28222,-0.00163,40.87028,-3.62059,-0.01088,-3.0e-5,-0.01765,-0.01016,0.9998,0.00028,-0.11822,-0.04334,1479.73814,5156.13092,-33.6894,3.91785,1.92535,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.441,57.96549,426.22171,-0.00182,40.91141,-3.64117,-0.01187,-3.0e-5,-0.01864,-0.01052,0.99978,0.0003,-0.12099,-0.04397,1480.75034,5142.97118,-35.94483,3.90045,2.03673,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.458,58.64769,426.16085,-0.00203,40.95258,-3.66213,-0.01294,-3.0e-5,-0.01964,-0.01089,0.99976,0.00032,-0.12372,-0.0446,1481.82329,5129.55332,-38.28232,3.88291,2.15087,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.475,59.33058,426.09964,-0.00225,40.99377,-3.68346,-0.01407,-3.0e-5,-0.02068,-0.01126,0.99973,0.00034,-0.12641,-0.04522,1482.96111,5115.8976,-40.70205,3.86525,2.26774,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.491,60.01415,426.03806,-0.0025,41.035,-3.70518,-0.01527,-3.0e-5,-0.02173,-0.01164,0.99971,0.00036,-0.12905,-0.04583,1484.16785,5102.02343,-43.2041,3.8475,2.3873,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.508,60.69841,425.97613,-0.00276,41.07626,-3.7273,-0.01654,-3.0e-5,-0.0228,-0.01202,0.99968,0.00038,-0.13165,-0.04644,1485.44749,5087.9494,-45.78846,3.82966,2.50951,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.525,61.38336,425.91382,-0.00305,41.11756,-3.74981,-0.01789,-4.0e-5,-0.0239,-0.01241,0.99965,0.0004,-0.1342,-0.04704,1486.80391,5073.69334,-48.45506,3.81174,2.63433,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.542,62.069,425.85113,-0.00336,41.1589,-3.77271,-0.01931,-4.0e-5,-0.02502,-0.0128,0.99962,0.00043,-0.13671,-0.04763,1488.24096,5059.27229,-51.20371,3.79377,2.76172,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.558,62.75533,425.78806,-0.00369,41.20028,-3.79603,-0.02081,-4.0e-5,-0.02616,-0.0132,0.99958,0.00045,-0.13918,-0.04822,1489.76239,5044.70259,-54.03416,3.77575,2.89163,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
6.575,63.44234,425.72459,-0.00405,41.24171,-3.81975,-0.02239,-4.0e-5,-0.02732,-0.0136,0.99955,0.00047,-0.14159,-0.04879,1491.37187,5029.99987,-56.94605,3.75769,3.02404,-2.0e-5,-2.0e-5,-1.0,-2.0e-5,-2.0e-5,-1.0,0.50001,0.50001
