time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.008,41.76513,127.22306,0.0,39.69827,-3.95085,0.0,0.0,0.0,-0.00598,0.99998,0.0,0.0,-0.04059,22.53612,4969.4141,0.0,0.08727,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.024,42.42677,127.157,0.0,39.69898,-3.97627,0.0,0.0,0.0,-0.00631,0.99998,0.0,0.0,-0.04168,25.56258,4968.73409,0.0,0.08724,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.041,43.08843,127.09052,0.0,39.69978,-4.00174,0.0,0.0,0.0,-0.00666,0.99998,0.0,0.0,-0.04276,28.50618,4967.059,0.0,0.0872,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.058,43.7501,127.02361,0.0,39.70065,-4.02728,0.0,0.0,0.0,-0.00702,0.99998,0.0,0.0,-0.04384,31.37182,4964.43015,0.0,0.08714,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.075,44.41178,126.95627,0.0,39.7016,-4.05293,0.0,0.0,0.0,-0.00738,0.99997,0.0,0.0,-0.04492,34.1642,4960.88757,0.0,0.08706,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.091,45.07348,126.88851,0.0,39.70262,-4.07869,0.0,0.0,0.0,-0.00776,0.99997,0.0,0.0,-0.04599,36.88787,4956.47003,0.0,0.08697,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.108,45.7352,126.82032,0.0,39.70372,-4.1046,0.0,0.0,0.0,-0.00814,0.99997,0.0,0.0,-0.04706,39.54721,4951.2151,0.0,0.08686,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.124,46.39694,126.75169,0.0,39.70489,-4.13068,0.0,0.0,0.0,-0.00853,0.99996,0.0,0.0,-0.04812,42.14643,4945.15913,0.0,0.08673,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.141,47.0587,126.68263,0.0,39.70613,-4.15695,0.0,0.0,0.0,-0.00893,0.99996,0.0,0.0,-0.04918,44.68957,4938.33735,0.0,0.0866,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.158,47.72048,126.61312,0.0,39.70744,-4.18343,0.0,0.0,0.0,-0.00934,0.99996,0.0,0.0,-0.05024,47.18052,4930.78385,0.0,0.08645,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
