time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.014,41.76622,127.26568,0.0,39.70164,-3.78014,0.0,0.0,0.0,-0.00113,1.0,0.0,0.0,-0.0187,24.76783,5263.53359,0.0,0.09253,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.031,42.42792,127.20253,0.0,39.7024,-3.79716,0.0,0.0,0.0,-0.00129,1.0,0.0,0.0,-0.0194,27.57416,5271.42807,0.0,0.09266,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.047,43.08963,127.13911,0.0,39.70324,-3.81398,0.0,0.0,0.0,-0.00145,1.0,0.0,0.0,-0.0201,30.28288,5278.3591,0.0,0.09277,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.064,43.75136,127.0754,0.0,39.70416,-3.83064,0.0,0.0,0.0,-0.00162,1.0,0.0,0.0,-0.0208,32.8991,5284.36382,0.0,0.09286,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.08,44.4131,127.01142,0.0,39.70514,-3.84715,0.0,0.0,0.0,-0.00179,1.0,0.0,0.0,-0.0215,35.42778,5289.47817,0.0,0.09294,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.098,45.07486,126.94717,0.0,39.70619,-3.86355,0.0,0.0,0.0,-0.00197,1.0,0.0,0.0,-0.0222,37.87378,5293.73693,0.0,0.093,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.114,45.73664,126.88264,0.0,39.70731,-3.87985,0.0,0.0,0.0,-0.00216,1.0,0.0,0.0,-0.0229,40.24178,5297.17371,0.0,0.09305,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.131,46.39844,126.81784,0.0,39.70849,-3.89607,0.0,0.0,0.0,-0.00235,1.0,0.0,0.0,-0.0236,42.53635,5299.82107,0.0,0.09309,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.147,47.06026,126.75277,0.0,39.70974,-3.91225,0.0,0.0,0.0,-0.00255,1.0,0.0,0.0,-0.0243,44.76189,5301.71049,0.0,0.09311,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.164,47.7221,126.68743,0.0,39.71104,-3.92839,0.0,0.0,0.0,-0.00275,1.0,0.0,0.0,-0.02499,46.92269,5302.87241,0.0,0.09311,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
