time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.017,19.46243,428.71594,0.0,29.97198,-2.99075,0.0,0.0,0.0,0.01486,0.99989,0.0,0.0,0.04333,190.74038,5215.42211,0.0,7.32364,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.033,19.96201,428.66595,0.0,29.97746,-3.00773,0.0,0.0,0.0,0.01522,0.99989,0.0,0.0,0.04142,197.45573,5272.71437,0.0,7.40093,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,20.46168,428.61569,0.0,29.98312,-3.02322,0.0,0.0,0.0,0.01556,0.99988,0.0,0.0,0.03943,203.71895,5326.65566,0.0,7.4734,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.066,20.96145,428.56519,0.0,29.98894,-3.03729,0.0,0.0,0.0,0.01589,0.99988,0.0,0.0,0.03738,209.54092,5377.31581,0.0,7.54116,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.083,21.46131,428.51446,0.0,29.99491,-3.05005,0.0,0.0,0.0,0.0162,0.99987,0.0,0.0,0.03526,214.93369,5424.76528,0.0,7.60432,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,21.96128,428.46353,0.0,30.00102,-3.06157,0.0,0.0,0.0,0.0165,0.99987,0.0,0.0,0.03309,219.91031,5469.07515,0.0,7.66299,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.117,22.46135,428.41242,0.0,30.00726,-3.07195,0.0,0.0,0.0,0.01677,0.99986,0.0,0.0,0.03086,224.48471,5510.31698,0.0,7.71727,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.133,22.96152,428.36114,0.0,30.01361,-3.08127,0.0,0.0,0.0,0.01703,0.99986,0.0,0.0,0.02858,228.67154,5548.5628,0.0,7.76728,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.15,23.4618,428.30972,0.0,30.02007,-3.0896,0.0,0.0,0.0,0.01727,0.99985,0.0,0.0,0.02626,232.48611,5583.88501,0.0,7.81312,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.167,23.96219,428.25816,0.0,30.02662,-3.09704,0.0,0.0,0.0,0.01749,0.99985,0.0,0.0,0.0239,235.94419,5616.35628,0.0,7.85491,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.183,24.46269,428.20649,0.0,30.03326,-3.10365,0.0,0.0,0.0,0.01769,0.99985,0.0,0.0,0.0215,239.06198,5646.04954,0.0,7.89275,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
