time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.009,4.28813,138.8778,-0.00051,-6.22175,4.6674,-0.00477,-0.00086,-0.00354,1.02566,-0.10685,-0.04205,0.0005,2.30509,-18.42329,-32.36881,-0.09082,0.85462,0.00569,0.90625,-0.39065,2.0e-5,0.91094,-0.39065,2.0e-5,0.0,0.0
6.026,4.18367,138.95275,-0.0006,-6.31324,4.32602,-0.00533,-0.00089,-0.00387,1.02367,-0.12596,-0.04319,0.00056,2.19608,-16.46912,-32.02977,-0.10002,0.85121,0.00614,0.84375,-0.35158,2.0e-5,0.86094,-0.35158,2.0e-5,0.0,0.0
6.043,4.07777,139.02202,-0.00069,-6.39435,3.98666,-0.00594,-0.00092,-0.00421,1.02143,-0.14412,-0.0443,0.00063,2.09097,-14.59976,-31.66341,-0.11064,0.84559,0.00657,0.8125,-0.35158,2.0e-5,0.8125,-0.35158,2.0e-5,0.0,0.0
6.059,3.97061,139.08565,-0.0008,-6.46553,3.64947,-0.00663,-0.00095,-0.00456,1.019,-0.16138,-0.04532,0.0007,1.98991,-12.81094,-31.27533,-0.12271,0.83782,0.00696,0.78125,-0.33596,2.0e-5,0.78125,-0.33596,2.0e-5,0.0,0.0
6.076,3.86233,139.14369,-0.00091,-6.52718,3.31452,-0.00738,-0.00097,-0.00492,1.0164,-0.17775,-0.04626,0.00076,1.89272,-11.09818,-30.87059,-0.13625,0.82797,0.00732,0.70312,-0.32033,2.0e-5,0.73125,-0.32033,2.0e-5,0.0,0.0
6.093,3.75311,139.19616,-0.00104,-6.57972,2.98189,-0.00822,-0.00098,-0.00529,1.01368,-0.19329,-0.04712,0.00083,1.79944,-9.45685,-30.45374,-0.15122,0.81611,0.00762,0.6875,-0.30471,2.0e-5,0.6875,-0.30471,2.0e-5,0.0,0.0
6.109,3.64308,139.2431,-0.00119,-6.62351,2.65162,-0.00915,-0.00099,-0.00566,1.01087,-0.20802,-0.04791,0.0009,1.71032,-7.88216,-30.02888,-0.16758,0.80232,0.00789,0.6875,-0.28908,2.0e-5,0.6875,-0.28908,2.0e-5,0.0,0.0
6.126,3.5324,139.28456,-0.00135,-6.65889,2.32373,-0.01018,-0.001,-0.00604,1.008,-0.22198,-0.04865,0.00097,1.62525,-6.36923,-29.59957,-0.18528,0.78666,0.0081,0.67968,-0.28127,2.0e-5,0.67968,-0.28127,2.0e-5,0.0,0.0
6.143,3.42119,139.32058,-0.00153,-6.68619,1.99824,-0.01132,-0.001,-0.00642,1.00508,-0.23521,-0.04936,0.00104,1.54411,-4.9131,-29.16893,-0.20423,0.76923,0.00826,0.67187,-0.27346,2.0e-5,0.67187,-0.27346,2.0e-5,0.0,0.0
6.159,3.30959,139.35119,-0.00173,-6.70568,1.67513,-0.01256,-0.00099,-0.00681,1.00215,-0.24774,-0.05002,0.00111,1.46689,-3.50875,-28.7396,-0.22435,0.75013,0.00838,0.67187,-0.26564,2.0e-5,0.67187,-0.26564,2.0e-5,0.0,0.0
