time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.011,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.264,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.265,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.265,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.265,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.265,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,14.30731,128.74892,0.0,12.96036,-2.96872,0.0,0.0,0.0,-0.08958,0.99598,0.0,0.0,-0.43767,-14.17376,15.32069,0.0,2.62904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
