time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.003,15.36205,128.4885,0.0,12.57044,-3.36076,0.0,0.0,0.0,-0.10804,0.99415,0.0,0.0,-0.45879,-13.13462,14.93547,0.0,2.56925,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.019,15.57096,128.43182,0.0,12.49855,-3.44161,0.0,0.0,0.0,-0.11186,0.99372,0.0,0.0,-0.46265,-12.93954,14.86735,0.0,2.55663,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.036,15.77868,128.37378,0.0,12.42772,-3.52281,0.0,0.0,0.0,-0.11571,0.99328,0.0,0.0,-0.46638,-12.74929,14.80265,0.0,2.54383,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.053,15.98522,128.31439,0.0,12.35792,-3.60436,0.0,0.0,0.0,-0.11958,0.99282,0.0,0.0,-0.47,-12.56384,14.7411,0.0,2.5308,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.069,16.19061,128.25363,0.0,12.28913,-3.68624,0.0,0.0,0.0,-0.12348,0.99235,0.0,0.0,-0.47349,-12.38314,14.68242,0.0,2.5175,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.086,16.39487,128.19151,0.0,12.22131,-3.76842,0.0,0.0,0.0,-0.12741,0.99185,0.0,0.0,-0.47687,-12.20715,14.62637,0.0,2.50387,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.102,16.598,128.12802,0.0,12.15445,-3.85091,0.0,0.0,0.0,-0.13137,0.99133,0.0,0.0,-0.48012,-12.03583,14.57273,0.0,2.48988,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.119,16.80002,128.06315,0.0,12.08851,-3.93368,0.0,0.0,0.0,-0.13534,0.9908,0.0,0.0,-0.48325,-11.86914,14.5213,0.0,2.4755,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.136,17.00095,127.99689,0.0,12.02347,-4.01672,0.0,0.0,0.0,-0.13935,0.99024,0.0,0.0,-0.48627,-11.70705,14.47191,0.0,2.46069,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.153,17.20081,127.92925,0.0,11.9593,-4.10003,0.0,0.0,0.0,-0.14337,0.98967,0.0,0.0,-0.48916,-11.54951,14.42441,0.0,2.44543,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.169,17.3996,127.86022,0.0,11.89599,-4.18359,0.0,0.0,0.0,-0.14741,0.98907,0.0,0.0,-0.49193,-11.39649,14.37865,0.0,2.42969,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.186,17.59734,127.7898,0.0,11.8335,-4.2674,0.0,0.0,0.0,-0.15148,0.98846,0.0,0.0,-0.49457,-11.24794,14.33453,0.0,2.41345,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.203,17.79405,127.71798,0.0,11.77181,-4.35145,0.0,0.0,0.0,-0.15556,0.98783,0.0,0.0,-0.49709,-11.10383,14.29195,0.0,2.39669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
