time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.003,20.46135,428.6013,0.0,29.98198,-3.10235,0.0,0.0,0.0,0.01195,0.99993,0.0,0.0,0.01982,204.69703,5146.86919,0.0,7.21812,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.02,20.9611,428.54943,0.0,29.98784,-3.12159,0.0,0.0,0.0,0.01211,0.99993,0.0,0.0,0.01747,211.03352,5191.19368,0.0,7.27686,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.037,21.46095,428.49726,0.0,29.99387,-3.1397,0.0,0.0,0.0,0.01226,0.99993,0.0,0.0,0.01506,216.97997,5232.33037,0.0,7.33102,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.053,21.9609,428.44479,0.0,30.00005,-3.15674,0.0,0.0,0.0,0.01239,0.99993,0.0,0.0,0.0126,222.54892,5270.35582,0.0,7.38072,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.07,22.46095,428.39204,0.0,30.00638,-3.17282,0.0,0.0,0.0,0.01249,0.99992,0.0,0.0,0.01009,227.75363,5305.34687,0.0,7.42608,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.086,22.96111,428.33903,0.0,30.01284,-3.188,0.0,0.0,0.0,0.01257,0.99992,0.0,0.0,0.00755,232.60796,5337.38054,0.0,7.46721,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.103,23.46138,428.28578,0.0,30.01943,-3.20237,0.0,0.0,0.0,0.01264,0.99992,0.0,0.0,0.00497,237.12626,5366.53401,0.0,7.50422,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.12,23.96176,428.23229,0.0,30.02613,-3.21601,0.0,0.0,0.0,0.01268,0.99992,0.0,0.0,0.00236,241.32326,5392.88453,0.0,7.53723,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.136,24.46225,428.17858,0.0,30.03294,-3.229,0.0,0.0,0.0,0.0127,0.99992,0.0,0.0,-0.00028,245.21399,5416.50934,0.0,7.56637,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.153,24.96286,428.12466,0.0,30.03985,-3.2414,0.0,0.0,0.0,0.0127,0.99992,0.0,0.0,-0.00295,248.81365,5437.4856,0.0,7.59174,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
