time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.005,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27195,0.00016,0.123,9.6178,39.94735,0.60073,1.77702,-0.06794,0.0001,0.09902,0.00039,0.0001,0.09902,0.00039
6.253,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.254,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.254,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.254,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.255,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.255,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.255,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.255,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.256,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.256,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
6.256,24.60494,129.82334,0.00058,28.6501,0.7343,0.01043,0.00759,0.00045,0.02833,0.99957,0.27211,0.00016,0.123,9.6178,39.94735,0.60075,1.77702,-0.06794,0.0001,0.1,0.00039,0.0001,0.09902,0.00039
