time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.011,42.01066,127.35237,-0.00109,41.78958,-3.56728,-0.00919,-0.00277,1.0e-5,0.00542,0.99998,-0.01472,0.00012,0.04338,1485.74402,6006.29851,-31.71078,0.09542,0.00066,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.028,42.70749,127.29295,-0.00125,41.83089,-3.56251,-0.01012,-0.00289,1.0e-5,0.00579,0.99998,-0.01467,0.00013,0.04192,1487.07557,6055.53055,-33.45404,0.096,0.0007,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.044,43.40502,127.23363,-0.00142,41.87222,-3.55647,-0.0111,-0.00301,2.0e-5,0.00614,0.99998,-0.01463,0.00014,0.04046,1487.97241,6101.33812,-35.19684,0.09653,0.00074,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.061,44.10323,127.17441,-0.00162,41.91357,-3.54925,-0.01213,-0.00313,2.0e-5,0.00647,0.99998,-0.01458,0.00016,0.03898,1488.45512,6143.8307,-36.93729,0.097,0.00078,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.078,44.80214,127.11533,-0.00183,41.95492,-3.54095,-0.0132,-0.00325,2.0e-5,0.0068,0.99997,-0.01453,0.00017,0.03748,1488.54431,6183.11504,-38.67362,0.09742,0.00083,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.094,45.50173,127.05639,-0.00206,41.99626,-3.53163,-0.01432,-0.00338,2.0e-5,0.00711,0.99997,-0.01449,0.00018,0.03598,1488.26055,6219.29521,-40.40413,0.09779,0.00087,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.111,46.20201,126.99762,-0.00231,42.03758,-3.5214,-0.01549,-0.0035,2.0e-5,0.00741,0.99997,-0.01444,0.00019,0.03446,1487.6243,6252.47273,-42.12725,0.09811,0.00092,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.127,46.90298,126.93902,-0.00257,42.07888,-3.51032,-0.01671,-0.00362,2.0e-5,0.0077,0.99997,-0.01439,0.00021,0.03293,1486.65583,6282.74654,-43.84149,0.09839,0.00096,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.144,47.60464,126.88061,-0.00286,42.12014,-3.49848,-0.01798,-0.00374,3.0e-5,0.00797,0.99996,-0.01435,0.00022,0.0314,1485.37517,6310.21313,-45.54546,0.09862,0.00101,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.161,48.30699,126.82241,-0.00317,42.16135,-3.48595,-0.01929,-0.00386,3.0e-5,0.00823,0.99996,-0.0143,0.00024,0.02986,1483.80204,6334.96659,-47.23784,0.09881,0.00106,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.177,49.01002,126.76442,-0.00351,42.20252,-3.47281,-0.02065,-0.00398,3.0e-5,0.00848,0.99996,-0.01426,0.00025,0.02831,1481.9558,6357.09861,-48.91742,0.09895,0.00111,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.194,49.71374,126.70665,-0.00386,42.24362,-3.45912,-0.02205,-0.00409,3.0e-5,0.00872,0.99996,-0.01421,0.00027,0.02676,1479.85544,6376.69861,-50.58305,0.09906,0.00115,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.21,50.41814,126.64912,-0.00424,42.28467,-3.44496,-0.0235,-0.00421,3.0e-5,0.00894,0.99995,-0.01416,0.00028,0.0252,1477.51949,6393.85375,-52.23366,0.09913,0.0012,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
