time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.904,0.66658,129.99864,0.0,39.99006,-0.16344,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.00075,-357.737,0.0,0.0,-0.0,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.02167
6.904,0.66658,129.99864,0.0,39.99006,-0.16344,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.00075,-357.737,0.0,0.0,-0.0,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.02167
6.919,1.33302,129.99462,0.0,39.98197,-0.31844,0.0,-0.0,0.0,1.0e-5,1.0,-0.0,0.0,0.00142,-291.46598,304.06085,0.0,0.23417,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.04333
6.935,1.33302,129.99462,0.0,39.98197,-0.31844,0.0,-0.0,0.0,1.0e-5,1.0,-0.0,0.0,0.00142,-291.46598,304.06085,0.0,0.23417,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.04333
6.957,1.99933,129.98809,-0.0,39.97576,-0.46541,-0.0,-0.0,0.0,2.0e-5,1.0,-0.0,0.0,0.002,-223.32297,593.23043,-0.0,0.45705,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.065
6.971,2.66556,129.97917,-0.0,39.9715,-0.60473,-0.0,-0.0,0.0,3.0e-5,1.0,-0.0,0.0,0.0025,-153.59918,868.22508,-0.0,0.6691,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.08667
6.989,3.33173,129.96799,-0.0,39.9692,-0.7368,-0.0,-0.0,0.0,6.0e-5,1.0,-0.0,0.0,0.00292,-82.55316,1129.72445,-1.0e-5,0.87075,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.10833
7.004,3.99788,129.95467,-0.0,39.96891,-0.86195,-0.0,-0.0,0.0,8.0e-5,1.0,-0.0,0.0,0.00327,-10.41414,1378.3735,-2.0e-5,1.06245,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.13
7.021,4.66405,129.93932,-0.0,39.97065,-0.98054,-0.0,-0.0,0.0,0.00011,1.0,-0.0,0.0,0.00354,62.61498,1614.78423,-3.0e-5,1.24458,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.15167
7.038,5.33025,129.92204,-0.0,39.97444,-1.09289,-0.0,-0.0,0.0,0.00014,1.0,-0.0,0.0,0.00376,136.35494,1839.53748,-5.0e-5,1.41755,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.17333
7.054,5.99654,129.90294,-0.0,39.98029,-1.1993,-0.0,-0.0,0.0,0.00017,1.0,-0.0,0.0,0.00391,210.64769,2053.18455,-8.0e-5,1.58172,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.195
7.071,6.66295,129.88211,-0.0,39.98822,-1.30007,-0.0,-0.0,0.0,0.0002,1.0,-0.0,0.0,0.004,285.35422,2256.24882,-0.00012,1.73745,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.21667
7.088,7.3295,129.85964,-0.0,39.99823,-1.39548,-0.0,-0.0,0.0,0.00023,1.0,-0.0,0.0,0.00404,360.35257,2449.22718,-0.00016,1.88508,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.23833
7.104,7.99624,129.83563,-0.0,40.01033,-1.4858,-0.0,-0.0,0.0,0.00027,1.0,-0.0,0.0,0.00402,435.53608,2632.59146,-0.00022,2.02496,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.26
7.121,8.6632,129.81016,-0.0,40.02452,-1.57127,-0.0,-0.0,0.0,0.0003,1.0,-0.0,0.0,0.00396,510.81178,2806.78978,-0.00028,2.15738,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.28167
7.138,9.33041,129.7833,-0.0,40.0408,-1.65216,-0.0,-0.0,0.0,0.00033,1.0,-0.0,0.0,0.00384,586.09895,2972.24779,-0.00036,2.28265,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.30333
7.154,9.99791,129.75512,-0.0,40.05917,-1.72867,-0.0,-0.0,0.0,0.00037,1.0,-0.0,0.0,0.00368,661.32783,3129.3699,-0.00045,2.40106,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.325
7.171,10.66573,129.72571,-0.0,40.07962,-1.80105,-0.0,-0.0,0.0,0.0004,1.0,-0.0,0.0,0.00348,736.43843,3278.54037,-0.00055,2.51289,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.34667
7.188,11.33391,129.69512,-0.0,40.10216,-1.86949,-0.0,-0.0,0.0,0.00043,1.0,-0.0,0.0,0.00324,811.37951,3420.1244,-0.00066,2.61841,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.36833
7.205,12.00249,129.66342,-0.0,40.12678,-1.9342,-0.0,-0.0,0.0,0.00045,1.0,-0.0,0.0,0.00297,886.1076,3554.46915,-0.00079,2.71788,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.39
7.221,12.67149,129.63068,-0.0,40.15346,-1.99537,-0.0,-0.0,0.0,0.00048,1.0,-0.0,0.0,0.00265,960.58616,3681.90467,-0.00092,2.81153,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.41167
7.238,13.34095,129.59694,-0.0,40.1822,-2.05318,-0.0,-0.0,0.0,0.0005,1.0,-0.0,0.0,0.00231,1034.78482,3802.74482,-0.00108,2.8996,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.43333
7.255,14.01091,129.56226,-0.0,40.213,-2.10781,-0.0,-0.0,0.0,0.00052,1.0,-0.0,0.0,0.00193,1108.67866,3917.28813,-0.00124,2.98233,-1.0e-5,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.455
