time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.004,41.31344,127.39027,-0.0,41.73865,-3.78143,-1.0e-5,-0.0,0.0,-0.00454,0.99999,-1.0e-5,0.0,-0.03556,1451.1237,5095.60445,-0.01487,0.0814,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.02,42.00942,127.32706,-0.0,41.779,-3.80331,-1.0e-5,-0.0,0.0,-0.00484,0.99999,-1.0e-5,0.0,-0.03662,1452.59551,5096.27382,-0.01537,0.08126,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.037,42.70607,127.26349,-0.0,41.81939,-3.8252,-1.0e-5,-0.0,0.0,-0.00515,0.99999,-1.0e-5,0.0,-0.03767,1453.97016,5095.71459,-0.01586,0.0811,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.054,43.4034,127.19955,-0.0,41.85982,-3.84715,-1.0e-5,-0.0,0.0,-0.00546,0.99999,-1.0e-5,0.0,-0.03871,1455.25355,5093.97362,-0.01636,0.08092,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.07,44.1014,127.13525,-0.0,41.90027,-3.86917,-1.0e-5,-0.0,0.0,-0.00578,0.99998,-1.0e-5,0.0,-0.03976,1456.45137,5091.09653,-0.01687,0.08073,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.087,44.80008,127.07058,-0.0,41.94076,-3.89131,-1.0e-5,-0.0,0.0,-0.00611,0.99998,-1.0e-5,0.0,-0.0408,1457.56912,5087.12773,-0.01737,0.08052,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.103,45.49943,127.00554,-0.0,41.98128,-3.91358,-1.0e-5,-0.0,0.0,-0.00645,0.99998,-1.0e-5,0.0,-0.04183,1458.6121,5082.11039,-0.01788,0.08029,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.12,46.19945,126.94013,-0.0,42.02182,-3.93603,-1.0e-5,-0.0,0.0,-0.0068,0.99998,-1.0e-5,0.0,-0.04286,1459.58542,5076.08656,-0.0184,0.08005,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.137,46.90015,126.87434,-0.0,42.06239,-3.95866,-1.0e-5,-0.0,0.0,-0.00716,0.99998,-1.0e-5,0.0,-0.04389,1460.49397,5069.09711,-0.01891,0.07979,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.154,47.60153,126.80817,-0.0,42.10298,-3.98152,-1.0e-5,-0.0,0.0,-0.00753,0.99997,-1.0e-5,0.0,-0.0449,1461.34246,5061.18181,-0.01943,0.07952,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.17,48.30359,126.74162,-0.0,42.1436,-4.00462,-1.0e-5,-0.0,0.0,-0.0079,0.99997,-1.0e-5,0.0,-0.04592,1462.13539,5052.37932,-0.01996,0.07923,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.187,49.00632,126.67468,-0.0,42.18423,-4.02799,-1.0e-5,-0.0,0.0,-0.00828,0.99997,-1.0e-5,0.0,-0.04692,1462.87706,5042.72723,-0.02048,0.07894,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.203,49.70973,126.60735,-0.0,42.22489,-4.05165,-1.0e-5,-0.0,0.0,-0.00867,0.99996,-1.0e-5,0.0,-0.04792,1463.57159,5032.2621,-0.021,0.07863,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.22,50.41382,126.53962,-0.0,42.26556,-4.07562,-1.0e-5,-0.0,0.0,-0.00907,0.99996,-1.0e-5,0.0,-0.04892,1464.2229,5021.01945,-0.02153,0.07831,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.237,51.11858,126.47149,-0.0,42.30625,-4.09992,-2.0e-5,-0.0,0.0,-0.00948,0.99996,-1.0e-5,0.0,-0.0499,1464.83472,5009.03379,-0.02206,0.07799,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,0.50001,0.50001
6.254,51.82402,126.40295,-0.0,42.34696,-4.12458,-2.0e-5,-0.0,0.0,-0.0099,0.99995,-1.0e-5,0.0,-0.05052,1465.4106,4996.33868,-0.02259,0.07765,-0.0,0.03905,-2.0e-5,2.0e-5,0.03905,-2.0e-5,2.0e-5,0.50001,0.50001
6.271,52.53015,126.334,-1.0e-5,42.38768,-4.14961,-2.0e-5,-0.0,0.0,-0.01032,0.99995,-1.0e-5,0.0,-0.05068,1465.95392,4982.96671,-0.02312,0.0773,-0.0,0.60156,-2.0e-5,2.0e-5,0.08905,-2.0e-5,2.0e-5,0.50001,0.50001
6.287,53.23695,126.26463,-1.0e-5,42.42841,-4.17501,-2.0e-5,-0.0,0.0,-0.01074,0.99994,-1.0e-5,0.0,-0.05037,1466.49922,4969.34163,-0.02366,0.07695,-0.0,1.0,-2.0e-5,2.0e-5,0.13905,-2.0e-5,2.0e-5,0.50001,0.50001
6.304,53.94443,126.19483,-1.0e-5,42.46917,-4.20079,-2.0e-5,-0.0,0.0,-0.01116,0.99994,-1.0e-5,0.0,-0.04959,1467.08841,4955.98406,-0.0242,0.07661,-0.0,1.0,-2.0e-5,2.0e-5,0.18905,-2.0e-5,2.0e-5,0.50001,0.50001
6.321,54.65259,126.1246,-1.0e-5,42.50994,-4.22692,-2.0e-5,-0.0,0.0,-0.01157,0.99993,-1.0e-5,0.0,-0.04834,1467.76152,4943.39806,-0.02475,0.07627,-0.0,1.0,-2.0e-5,2.0e-5,0.23905,-2.0e-5,2.0e-5,0.50001,0.50001
6.337,55.36143,126.05393,-1.0e-5,42.55073,-4.25336,-2.0e-5,-0.0,0.0,-0.01198,0.99993,-1.0e-5,0.0,-0.04662,1468.55685,4932.0716,-0.02531,0.07596,-0.0,1.0,-2.0e-5,2.0e-5,0.28905,-2.0e-5,2.0e-5,0.50001,0.50001
6.354,56.07094,125.98282,-1.0e-5,42.59155,-4.28007,-2.0e-5,-0.0,0.0,-0.01236,0.99993,-1.0e-5,0.0,-0.04443,1469.51103,4922.4769,-0.02588,0.07568,-0.0,1.0,-2.0e-5,2.0e-5,0.33905,-2.0e-5,2.0e-5,0.50001,0.50001
6.371,56.78114,125.91126,-1.0e-5,42.6324,-4.30698,-2.0e-5,-0.0,0.0,-0.01273,0.99992,-1.0e-5,0.0,-0.04177,1470.65909,4915.07086,-0.02647,0.07543,-0.0,1.0,-2.0e-5,2.0e-5,0.38905,-2.0e-5,2.0e-5,0.50001,0.50001
6.387,57.49202,125.83925,-1.0e-5,42.67329,-4.33403,-2.0e-5,-0.0,0.0,-0.01308,0.99992,-1.0e-5,0.0,-0.03864,1472.03445,4910.29546,-0.02707,0.07522,-0.0,1.0,-2.0e-5,2.0e-5,0.43905,-2.0e-5,2.0e-5,0.50001,0.50001
6.404,58.20359,125.76679,-1.0e-5,42.71423,-4.36113,-2.0e-5,-0.0,0.0,-0.0134,0.99991,-1.0e-5,0.0,-0.03503,1473.669,4908.57814,-0.0277,0.07505,-0.0,1.0,-2.0e-5,2.0e-5,0.48905,-2.0e-5,2.0e-5,0.50001,0.50001
6.42,58.91583,125.69388,-1.0e-5,42.75522,-4.38817,-2.0e-5,-0.0,0.0,-0.0137,0.99991,-1.0e-5,0.0,-0.03096,1475.59297,4910.33216,-0.02836,0.07494,-0.0,1.0,-2.0e-5,2.0e-5,0.53905,-2.0e-5,2.0e-5,0.50001,0.50001
6.437,59.62876,125.62052,-1.0e-5,42.79627,-4.41506,-2.0e-5,-0.0,0.0,-0.01395,0.9999,-1.0e-5,0.0,-0.02641,1477.83496,4915.95701,-0.02904,0.07488,-0.0,1.0,-2.0e-5,2.0e-5,0.58905,-2.0e-5,2.0e-5,0.50001,0.50001
6.454,60.34238,125.54672,-1.0e-5,42.83739,-4.44168,-2.0e-5,-0.0,0.0,-0.01417,0.9999,-1.0e-5,0.0,-0.02139,1480.42179,4925.83873,-0.02976,0.07489,-0.0,1.0,-2.0e-5,2.0e-5,0.63905,-2.0e-5,2.0e-5,0.50001,0.50001
6.47,61.05668,125.47247,-1.0e-5,42.8786,-4.46789,-3.0e-5,-0.0,0.0,-0.01435,0.9999,-1.0e-5,0.0,-0.0159,1483.37838,4940.35032,-0.03051,0.07497,-0.0,1.0,-2.0e-5,2.0e-5,0.68905,-2.0e-5,2.0e-5,0.50001,0.50001
6.487,61.77166,125.39779,-1.0e-5,42.91989,-4.49356,-3.0e-5,-0.0,0.0,-0.01448,0.9999,-1.0e-5,0.0,-0.00994,1486.72762,4959.85204,-0.0313,0.07512,-0.0,1.0,-2.0e-5,2.0e-5,0.73905,-2.0e-5,2.0e-5,0.50001,0.50001
6.504,62.48734,125.32269,-1.0e-5,42.9613,-4.51854,-3.0e-5,-0.0,0.0,-0.01457,0.9999,-1.0e-5,0.0,-0.00351,1490.4901,4984.69178,-0.03214,0.07535,-0.0,1.0,-2.0e-5,2.0e-5,0.78905,-2.0e-5,2.0e-5,0.50001,0.50001
6.52,63.20371,125.24718,-1.0e-5,43.00281,-4.54267,-3.0e-5,-0.0,0.0,-0.0146,0.9999,-1.0e-5,0.0,0.00339,1494.68392,5015.20541,-0.03302,0.07566,-0.0,1.0,-2.0e-5,2.0e-5,0.83905,-2.0e-5,2.0e-5,0.50001,0.50001
6.537,63.92077,125.17128,-1.0e-5,43.04446,-4.56579,-3.0e-5,-0.0,0.0,-0.01457,0.9999,-1.0e-5,0.0,0.01076,1499.32439,5051.71706,-0.03396,0.07605,-0.0,1.0,-2.0e-5,2.0e-5,0.88905,-2.0e-5,2.0e-5,0.50001,0.50001
6.554,64.63852,125.095,-1.0e-5,43.08625,-4.58772,-3.0e-5,-0.0,0.0,-0.01448,0.9999,-1.0e-5,0.0,0.01859,1504.42374,5094.53948,-0.03495,0.07654,-0.0,1.0,-2.0e-5,2.0e-5,0.93905,-2.0e-5,2.0e-5,0.50001,0.50001
6.571,65.35698,125.01836,-1.0e-5,43.1282,-4.60828,-3.0e-5,-0.0,0.0,-0.01432,0.9999,-1.0e-5,0.0,0.0269,1509.99076,5143.97433,-0.03601,0.07712,-0.0,1.0,-2.0e-5,2.0e-5,0.98905,-2.0e-5,2.0e-5,0.50001,0.50001
6.587,66.07613,124.9414,-1.0e-5,43.17031,-4.62727,-3.0e-5,-0.0,0.0,-0.0141,0.9999,-1.0e-5,0.0,0.03529,1516.03038,5200.31249,-0.03714,0.0778,-0.0,1.0,-2.0e-5,2.0e-5,1.0,-2.0e-5,2.0e-5,0.50001,0.50001
6.604,66.79599,124.86414,-1.0e-5,43.2126,-4.64449,-3.0e-5,-0.0,0.0,-0.01381,0.99991,-1.0e-5,0.0,0.04367,1522.54331,5263.8343,-0.03833,0.07858,-0.0,1.0,-2.0e-5,2.0e-5,1.0,-2.0e-5,2.0e-5,0.50001,0.50001
