time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha_DEG,beta_DEG,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.015,20.94691,428.23619,0.0,29.90003,-4.8262,0.0,0.0,0.0,-0.06512,0.99795,0.0,0.0,-0.3967,-33.16893,1341.19133,0.0,1.83666,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.032,21.44524,428.15468,0.0,29.89885,-4.955,0.0,0.0,0.0,-0.06842,0.99773,0.0,0.0,-0.40478,-42.30828,1247.15711,0.0,1.7019,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.049,21.94354,428.071,0.0,29.89739,-5.08648,0.0,0.0,0.0,-0.07179,0.9975,0.0,0.0,-0.41264,-52.60096,1150.71361,0.0,1.56386,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.065,22.44181,427.9851,0.0,29.89561,-5.2207,0.0,0.0,0.0,-0.07522,0.99726,0.0,0.0,-0.42025,-64.06983,1052.08749,0.0,1.42287,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.082,22.94005,427.89695,0.0,29.89348,-5.35771,0.0,0.0,0.0,-0.07871,0.99699,0.0,0.0,-0.42763,-76.73645,951.501,0.0,1.27924,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.099,23.43826,427.80649,0.0,29.89096,-5.49757,0.0,0.0,0.0,-0.08226,0.99671,0.0,0.0,-0.43477,-90.62088,849.17186,0.0,1.13329,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.115,23.93642,427.71367,0.0,29.88803,-5.64031,0.0,0.0,0.0,-0.08587,0.99641,0.0,0.0,-0.44165,-105.7416,745.31314,0.0,0.98533,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.132,24.43452,427.61845,0.0,29.88463,-5.78597,0.0,0.0,0.0,-0.08954,0.9961,0.0,0.0,-0.44829,-122.11529,640.13315,0.0,0.83566,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.149,24.93257,427.52078,0.0,29.88075,-5.93459,0.0,0.0,0.0,-0.09326,0.99576,0.0,0.0,-0.45467,-139.75675,533.83532,0.0,0.68457,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.165,25.43054,427.42061,0.0,29.87634,-6.08618,0.0,0.0,0.0,-0.09703,0.99541,0.0,0.0,-0.46079,-158.67874,426.61814,0.0,0.53234,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.182,25.92844,427.31789,0.0,29.87138,-6.24078,0.0,0.0,0.0,-0.10085,0.99504,0.0,0.0,-0.46666,-178.89187,318.67503,0.0,0.37925,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.198,26.42625,427.21256,0.0,29.86581,-6.39838,0.0,0.0,0.0,-0.10472,0.99465,0.0,0.0,-0.47227,-200.40445,210.19428,0.0,0.22556,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.215,26.92396,427.10458,0.0,29.85961,-6.55901,0.0,0.0,0.0,-0.10864,0.99423,0.0,0.0,-0.47762,-223.22241,101.359,0.0,0.07154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.232,27.42157,426.9939,0.0,29.8528,-6.72237,0.0,0.0,0.0,-0.11259,0.9938,0.0,0.0,-0.48273,-244.98363,3.09759,0.0,-0.08258,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.249,27.91905,426.88048,0.0,29.84542,-6.88821,0.0,0.0,0.0,-0.11659,0.99335,0.0,0.0,-0.48762,-265.88849,-86.19587,0.0,-0.23712,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,28.41641,426.76427,0.0,29.83742,-7.05654,0.0,0.0,0.0,-0.12063,0.99288,0.0,0.0,-0.49229,-287.99679,-175.98858,0.0,-0.39234,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.282,28.91363,426.64524,0.0,29.82877,-7.22738,0.0,0.0,0.0,-0.1247,0.99238,0.0,0.0,-0.49674,-311.31307,-266.15272,0.0,-0.54803,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.299,29.41069,426.52334,0.0,29.81944,-7.40072,0.0,0.0,0.0,-0.12881,0.99186,0.0,0.0,-0.50097,-335.83987,-356.56302,0.0,-0.70397,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.315,29.9076,426.39853,0.0,29.8094,-7.57659,0.0,0.0,0.0,-0.13295,0.99133,0.0,0.0,-0.50497,-361.57775,-447.09685,0.0,-0.85996,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.332,30.40434,426.27077,0.0,29.7986,-7.75497,0.0,0.0,0.0,-0.13712,0.99077,0.0,0.0,-0.50876,-388.52519,-537.63426,0.0,-1.01579,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.349,30.90088,426.14001,0.0,29.78703,-7.93586,0.0,0.0,0.0,-0.14132,0.99019,0.0,0.0,-0.51232,-416.67861,-628.05806,0.0,-1.17126,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.365,31.39723,426.00622,0.0,29.77464,-8.11925,0.0,0.0,0.0,-0.14554,0.98958,0.0,0.0,-0.51565,-446.03225,-718.25386,0.0,-1.32618,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.382,31.89336,425.86935,0.0,29.7614,-8.30514,0.0,0.0,0.0,-0.14979,0.98896,0.0,0.0,-0.51876,-476.57822,-808.11012,0.0,-1.48037,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.399,32.38927,425.72936,0.0,29.74728,-8.49352,0.0,0.0,0.0,-0.15407,0.98831,0.0,0.0,-0.52166,-508.30642,-897.51823,0.0,-1.63364,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.415,32.88493,425.58621,0.0,29.73225,-8.68436,0.0,0.0,0.0,-0.15836,0.98764,0.0,0.0,-0.52433,-541.20456,-986.3725,0.0,-1.78583,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.432,33.38034,425.43986,0.0,29.71627,-8.87766,0.0,0.0,0.0,-0.16268,0.98695,0.0,0.0,-0.52678,-575.25813,-1074.5703,0.0,-1.93676,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.449,33.87547,425.29027,0.0,29.69931,-9.07338,0.0,0.0,0.0,-0.16701,0.98623,0.0,0.0,-0.52901,-610.45042,-1162.012,0.0,-2.08628,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.465,34.3703,425.13739,0.0,29.68135,-9.27151,0.0,0.0,0.0,-0.17136,0.9855,0.0,0.0,-0.53103,-646.76248,-1248.60109,0.0,-2.23422,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.482,34.86484,424.9812,0.0,29.66234,-9.47201,0.0,0.0,0.0,-0.17572,0.98474,0.0,0.0,-0.53283,-684.17319,-1334.2442,0.0,-2.38044,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.499,35.35904,424.82164,0.0,29.64227,-9.67487,0.0,0.0,0.0,-0.18009,0.98396,0.0,0.0,-0.53442,-722.65922,-1418.85112,0.0,-2.5248,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.515,35.8529,424.65868,0.0,29.6211,-9.88004,0.0,0.0,0.0,-0.18447,0.98316,0.0,0.0,-0.5358,-762.19508,-1502.33486,0.0,-2.66716,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.532,36.3464,424.49229,0.0,29.5988,-10.08751,0.0,0.0,0.0,-0.18886,0.98234,0.0,0.0,-0.53697,-802.75319,-1584.61167,0.0,-2.80738,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.549,36.83952,424.32241,0.0,29.57534,-10.29722,0.0,0.0,0.0,-0.19325,0.98149,0.0,0.0,-0.53794,-844.30384,-1665.60107,0.0,-2.94535,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.565,37.33224,424.14903,0.0,29.55071,-10.50914,0.0,0.0,0.0,-0.19765,0.98062,0.0,0.0,-0.5387,-886.81529,-1745.2259,0.0,-3.08094,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.582,37.82453,423.97209,0.0,29.52487,-10.72323,0.0,0.0,0.0,-0.20205,0.97974,0.0,0.0,-0.53926,-930.25382,-1823.41231,0.0,-3.21404,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
