time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta
6.009,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.252,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.253,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.254,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.255,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.255,12.51749,129.76968,-0.00013,26.38589,-0.26166,-0.00094,-0.00031,0.0001,0.00983,0.99995,-0.00232,0.00063,0.03461,23.08334,32.26873,-0.01438,1.69613,-0.00842
6.265,12.78173,129.76711,-0.00014,26.4615,-0.25173,-0.00099,-0.00032,0.0001,0.01001,0.99995,-0.00235,0.00063,0.03748,22.68271,32.39875,-0.01494,1.69324,-0.00866
6.265,12.78173,129.76711,-0.00014,26.4615,-0.25173,-0.00099,-0.00032,0.0001,0.01001,0.99995,-0.00235,0.00063,0.03748,22.68271,32.39875,-0.01494,1.69324,-0.00866
6.277,13.04672,129.76464,-0.00015,26.53579,-0.24133,-0.00104,-0.00034,0.0001,0.0102,0.99995,-0.00239,0.00063,0.0404,22.28727,32.54152,-0.01553,1.69117,-0.00889
6.277,13.04672,129.76464,-0.00015,26.53579,-0.24133,-0.00104,-0.00034,0.0001,0.0102,0.99995,-0.00239,0.00063,0.0404,22.28727,32.54152,-0.01553,1.69117,-0.00889
6.293,13.31244,129.76228,-0.00016,26.60878,-0.23041,-0.00109,-0.00035,0.00011,0.01041,0.99995,-0.00243,0.00063,0.04333,21.89691,32.69608,-0.01614,1.68986,-0.00912
6.309,13.57889,129.76004,-0.00017,26.68049,-0.21894,-0.00115,-0.00036,0.00011,0.01064,0.99994,-0.00247,0.00064,0.04628,21.51152,32.86147,-0.01677,1.68924,-0.00935
6.31,13.57889,129.76004,-0.00017,26.68049,-0.21894,-0.00115,-0.00036,0.00011,0.01064,0.99994,-0.00247,0.00064,0.04628,21.51152,32.86147,-0.01677,1.68924,-0.00935
6.326,13.84605,129.75791,-0.00018,26.75092,-0.20688,-0.00121,-0.00037,0.00011,0.01088,0.99994,-0.00251,0.00064,0.04923,21.13101,33.03667,-0.01743,1.68925,-0.00957
6.326,13.84605,129.75791,-0.00018,26.75092,-0.20688,-0.00121,-0.00037,0.00011,0.01088,0.99994,-0.00251,0.00064,0.04923,21.13101,33.03667,-0.01743,1.68925,-0.00957
6.343,14.1139,129.7559,-0.0002,26.82011,-0.19421,-0.00127,-0.00038,0.00012,0.01113,0.99994,-0.00254,0.00064,0.05217,20.75528,33.22068,-0.01811,1.68983,-0.0098
6.359,14.38244,129.75402,-0.00021,26.88806,-0.1809,-0.00133,-0.0004,0.00012,0.0114,0.99993,-0.00258,0.00064,0.0551,20.38424,33.4125,-0.01883,1.69092,-0.01002
6.359,14.38244,129.75402,-0.00021,26.88806,-0.1809,-0.00133,-0.0004,0.00012,0.0114,0.99993,-0.00258,0.00064,0.0551,20.38424,33.4125,-0.01883,1.69092,-0.01002
6.376,14.65166,129.75228,-0.00022,26.95478,-0.16693,-0.0014,-0.00041,0.00012,0.01168,0.99993,-0.00262,0.00064,0.05799,20.01779,33.61112,-0.01956,1.69247,-0.01023
6.376,14.65166,129.75228,-0.00022,26.95478,-0.16693,-0.0014,-0.00041,0.00012,0.01168,0.99993,-0.00262,0.00064,0.05799,20.01779,33.61112,-0.01956,1.69247,-0.01023
6.393,14.92154,129.75069,-0.00024,27.0203,-0.15228,-0.00146,-0.00042,0.00013,0.01198,0.99993,-0.00265,0.00064,0.06085,19.65586,33.81556,-0.02033,1.6944,-0.01045
6.409,15.19206,129.74924,-0.00025,27.08463,-0.13693,-0.00153,-0.00044,0.00013,0.01229,0.99992,-0.00269,0.00064,0.06367,19.29835,34.02489,-0.02112,1.69669,-0.01066
6.409,15.19206,129.74924,-0.00025,27.08463,-0.13693,-0.00153,-0.00044,0.00013,0.01229,0.99992,-0.00269,0.00064,0.06367,19.29835,34.02489,-0.02112,1.69669,-0.01066
6.426,15.46322,129.74795,-0.00027,27.14778,-0.12087,-0.00161,-0.00045,0.00013,0.01261,0.99992,-0.00272,0.00064,0.06644,18.94521,34.23818,-0.02194,1.69926,-0.01086
6.426,15.46322,129.74795,-0.00027,27.14778,-0.12087,-0.00161,-0.00045,0.00013,0.01261,0.99992,-0.00272,0.00064,0.06644,18.94521,34.23818,-0.02194,1.69926,-0.01086
6.443,15.73501,129.74683,-0.00029,27.20977,-0.10409,-0.00168,-0.00046,0.00014,0.01295,0.99992,-0.00276,0.00064,0.06916,18.59635,34.45455,-0.02278,1.70209,-0.01107
6.459,16.00742,129.74587,-0.0003,27.27061,-0.08658,-0.00176,-0.00048,0.00014,0.01331,0.99991,-0.00279,0.00064,0.07182,18.2517,34.67317,-0.02365,1.70511,-0.01127
6.459,16.00742,129.74587,-0.0003,27.27061,-0.08658,-0.00176,-0.00048,0.00014,0.01331,0.99991,-0.00279,0.00064,0.07182,18.2517,34.67317,-0.02365,1.70511,-0.01127
