time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta
12.018,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.491,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.492,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.493,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.494,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.495,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
12.496,0.20085,129.99953,-0.0,20.16987,-0.09304,-0.0,-1.0e-5,0.0,7.0e-5,1.0,-0.0042,0.00167,0.02742,50.96158,1.50651,-5.0e-5,0.13758,-0.00016
