time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.006,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.254,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.255,24.12393,129.86558,0.00283,28.5798,0.82608,0.01507,-0.00307,0.00261,0.03019,0.99954,-0.01182,0.00386,0.12843,9.85819,40.42728,0.1427,1.80442,-0.32627,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.262,24.6007,129.87986,0.00309,28.63236,0.88837,0.01587,-0.00317,0.00264,0.03127,0.9995,-0.01195,0.0036,0.13021,9.46078,40.63219,0.14412,1.80659,-0.33188,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.262,24.6007,129.87986,0.00309,28.63236,0.88837,0.01587,-0.00317,0.00264,0.03127,0.9995,-0.01195,0.0036,0.13021,9.46078,40.63219,0.14412,1.80659,-0.33188,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.289,25.07833,129.89519,0.00336,28.68276,0.95174,0.01668,-0.00327,0.00267,0.03236,0.99947,-0.01207,0.00334,0.13191,9.07213,40.82723,0.1452,1.80858,-0.33728,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.306,25.55678,129.91159,0.00364,28.73105,1.01615,0.01749,-0.00337,0.0027,0.03346,0.99943,-0.01219,0.00308,0.13354,8.6921,41.01294,0.14594,1.81039,-0.34247,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.323,26.03602,129.92907,0.00394,28.77727,1.08154,0.0183,-0.00347,0.00272,0.03458,0.99939,-0.01231,0.00282,0.1351,8.32053,41.18982,0.14631,1.81205,-0.34745,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.339,26.51601,129.94765,0.00425,28.82148,1.14786,0.01911,-0.00357,0.00275,0.03572,0.99935,-0.01242,0.00255,0.1366,7.95728,41.35839,0.1463,1.81357,-0.35221,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.356,26.99673,129.96734,0.00458,28.86371,1.21508,0.01992,-0.00367,0.00277,0.03686,0.99931,-0.01253,0.00229,0.13805,7.60218,41.51911,0.14591,1.81498,-0.35675,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.373,27.47813,129.98816,0.00492,28.90402,1.28315,0.02073,-0.00377,0.00279,0.03801,0.99927,-0.01264,0.00203,0.13944,7.25508,41.67242,0.14512,1.81629,-0.36106,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.389,27.96018,130.01011,0.00527,28.94244,1.35203,0.02153,-0.00388,0.0028,0.03918,0.99922,-0.01274,0.00177,0.14078,6.91582,41.81874,0.14392,1.81751,-0.36514,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.406,28.44286,130.03323,0.00564,28.97902,1.42169,0.02232,-0.00398,0.00282,0.04036,0.99917,-0.01285,0.00151,0.14208,6.58425,41.95845,0.14231,1.81866,-0.36899,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.423,28.92614,130.05751,0.00601,29.0138,1.49209,0.0231,-0.00408,0.00283,0.04155,0.99912,-0.01295,0.00126,0.14332,6.26018,42.0919,0.14028,1.81974,-0.3726,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.439,29.40998,130.08297,0.00641,29.04682,1.5632,0.02386,-0.00419,0.00284,0.04275,0.99907,-0.01304,0.00101,0.14453,5.94348,42.21939,0.13783,1.82077,-0.37598,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.456,29.89436,130.10962,0.00681,29.07812,1.63498,0.02461,-0.00429,0.00285,0.04396,0.99902,-0.01314,0.00076,0.14569,5.63397,42.34122,0.13494,1.82174,-0.37912,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.472,30.37924,130.13747,0.00723,29.10774,1.70741,0.02534,-0.0044,0.00285,0.04517,0.99897,-0.01323,0.00051,0.14681,5.3315,42.45764,0.13162,1.82268,-0.38202,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.489,30.86461,130.16654,0.00765,29.13571,1.78046,0.02606,-0.00451,0.00285,0.0464,0.99891,-0.01332,0.00027,0.14789,5.03591,42.56888,0.12785,1.82358,-0.38469,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.506,31.35042,130.19682,0.00809,29.16209,1.8541,0.02674,-0.00462,0.00286,0.04764,0.99885,-0.01341,4.0e-5,0.14893,4.74705,42.67515,0.12365,1.82445,-0.38712,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.522,31.83667,130.22834,0.00855,29.18689,1.92831,0.0274,-0.00472,0.00286,0.04888,0.99879,-0.01349,-0.00019,0.14994,4.46475,42.77663,0.11901,1.82529,-0.38932,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.539,32.32331,130.2611,0.00901,29.21016,2.00305,0.02804,-0.00483,0.00285,0.05013,0.99873,-0.01357,-0.00041,0.1509,4.18889,42.8735,0.11393,1.82611,-0.39127,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.556,32.81033,130.29511,0.00948,29.23194,2.0783,0.02864,-0.00494,0.00285,0.05139,0.99866,-0.01365,-0.00063,0.15184,3.91929,42.96591,0.1084,1.8269,-0.393,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.572,33.2977,130.33038,0.00996,29.25225,2.15405,0.02921,-0.00505,0.00284,0.05266,0.9986,-0.01373,-0.00084,0.15274,3.65583,43.05399,0.10244,1.82767,-0.39448,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.589,33.7854,130.36692,0.01045,29.27113,2.23026,0.02974,-0.00516,0.00284,0.05393,0.99853,-0.01381,-0.00105,0.1536,3.39835,43.13789,0.09604,1.82842,-0.39574,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.606,34.2734,130.40473,0.01095,29.28861,2.30691,0.03024,-0.00527,0.00283,0.05522,0.99846,-0.01388,-0.00124,0.15444,3.14673,43.21773,0.08921,1.82915,-0.39677,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.622,34.76168,130.44382,0.01146,29.30472,2.38399,0.03069,-0.00539,0.00282,0.05651,0.99838,-0.01395,-0.00143,0.15524,2.90081,43.29361,0.08196,1.82985,-0.39757,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.639,35.25021,130.4842,0.01198,29.3195,2.46147,0.0311,-0.0055,0.0028,0.0578,0.99831,-0.01402,-0.00162,0.15601,2.66048,43.36565,0.07427,1.83054,-0.39815,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.656,35.73899,130.52587,0.0125,29.33298,2.53932,0.03147,-0.00561,0.00279,0.0591,0.99823,-0.01409,-0.00179,0.15675,2.42559,43.43396,0.06617,1.83121,-0.39851,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.673,36.22797,130.56884,0.01303,29.34518,2.61754,0.03179,-0.00572,0.00278,0.06041,0.99815,-0.01415,-0.00196,0.15746,2.19602,43.49863,0.05766,1.83186,-0.39865,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.689,36.71715,130.61312,0.01356,29.35613,2.69609,0.03206,-0.00584,0.00276,0.06172,0.99807,-0.01422,-0.00212,0.15815,1.97165,43.55976,0.04874,1.83249,-0.39858,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.706,37.2065,130.65871,0.01409,29.36587,2.77497,0.03228,-0.00595,0.00274,0.06304,0.99799,-0.01428,-0.00227,0.1588,1.75235,43.61746,0.03942,1.8331,-0.39829,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.723,37.69601,130.70562,0.01463,29.37441,2.85414,0.03245,-0.00606,0.00272,0.06436,0.9979,-0.01434,-0.00241,0.15943,1.538,43.67181,0.02972,1.83369,-0.3978,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.739,38.18564,130.75385,0.01517,29.38179,2.9336,0.03256,-0.00618,0.0027,0.06569,0.99782,-0.0144,-0.00254,0.16004,1.32848,43.72291,0.01962,1.83427,-0.39711,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
