time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.002,17.60076,127.78881,-0.0,11.96922,-4.30745,-0.0,-0.0,0.0,-0.15148,0.98846,-0.0,0.0,-0.49432,-1.56332,11.40098,-0.0,2.38419,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,1.0,0.08667
6.019,17.80029,127.71615,-0.0,11.97417,-4.41225,-0.0,-0.0,0.0,-0.15556,0.98783,-0.0,0.0,-0.49659,0.8904,10.55687,-0.0,2.34899,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,1.0,0.10833
6.036,18.00001,127.64169,-0.0,11.99247,-4.5219,-0.0,-0.0,0.0,-0.15965,0.98717,-0.0,0.0,-0.49861,3.29319,9.68325,-0.0,2.30826,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,1.0,0.13
6.052,18.20015,127.56538,-0.0,12.02382,-4.63657,-0.0,-0.0,0.0,-0.16376,0.9865,-0.0,0.0,-0.50034,5.64405,8.77888,-0.0,2.26194,-0.0,-2.0e-5,-2.0e-5,2.0e-5,-2.0e-5,-2.0e-5,2.0e-5,1.0,0.15167
6.069,18.40092,127.4871,-0.0,12.06795,-4.75644,-0.0,-0.0,0.0,-0.16787,0.98581,-0.0,0.0,-0.50051,7.94226,7.84369,-0.0,2.21028,-0.0,0.21093,-2.0e-5,2.0e-5,0.04998,-2.0e-5,2.0e-5,1.0,0.17333
6.086,18.60252,127.40678,-0.0,12.12455,-4.88165,-0.0,-0.0,0.0,-0.17198,0.9851,-0.0,0.0,-0.49907,10.18838,6.88123,-0.0,2.15436,-0.0,0.28124,-2.0e-5,2.0e-5,0.09998,-2.0e-5,2.0e-5,1.0,0.195
6.103,18.80517,127.32434,-0.0,12.19334,-5.01234,-0.0,-0.0,0.0,-0.17606,0.98438,-0.0,0.0,-0.49594,12.38343,5.89626,-0.0,2.09549,-0.0,0.53124,-2.0e-5,2.0e-5,0.14998,-2.0e-5,2.0e-5,1.0,0.21667
6.119,19.00907,127.23966,-0.0,12.27406,-5.1486,-0.0,-0.0,0.0,-0.18011,0.98365,-0.0,0.0,-0.49106,14.52864,4.89398,-0.0,2.03498,-0.0,1.0,-2.0e-5,2.0e-5,0.19998,-2.0e-5,2.0e-5,1.0,0.23833
6.135,19.21441,127.15267,-0.0,12.36642,-5.29048,-0.0,-0.0,0.0,-0.1841,0.98291,-0.0,0.0,-0.48434,16.62552,3.8802,-0.0,1.97413,-0.0,1.0,-2.0e-5,2.0e-5,0.24998,-2.0e-5,2.0e-5,1.0,0.26
6.152,19.42138,127.06327,-0.0,12.47018,-5.43803,-0.0,-0.0,0.0,-0.18803,0.98216,-0.0,0.0,-0.47571,18.67595,2.86135,-0.0,1.91424,-0.0,1.0,-2.0e-5,2.0e-5,0.29998,-2.0e-5,2.0e-5,1.0,0.28167
6.169,19.63018,126.97136,-0.0,12.58508,-5.59123,-0.0,-0.0,0.0,-0.19188,0.98142,-0.0,0.0,-0.46509,20.68218,1.84459,-0.0,1.8566,-0.0,1.0,-2.0e-5,2.0e-5,0.34998,-2.0e-5,2.0e-5,1.0,0.30333
6.186,19.84098,126.87685,-0.0,12.7109,-5.75002,-0.0,-0.0,0.0,-0.19563,0.98068,-0.0,0.0,-0.4524,22.64695,0.83786,-0.0,1.80249,-0.0,1.0,-2.0e-5,2.0e-5,0.39998,-2.0e-5,2.0e-5,1.0,0.325
6.203,20.05397,126.77964,-0.0,12.84742,-5.91429,-0.0,-0.0,-0.0,-0.19927,0.97994,-0.0,-0.00023,-0.43757,24.57351,-0.15007,-0.0,1.75313,3.0e-5,1.0,-2.0e-5,-0.05467,0.44998,-2.0e-5,-0.04998,1.0,0.34667
6.219,20.26933,126.67966,-0.0,12.99445,-6.0839,0.0,-0.0,-0.0,-0.20277,0.97923,-0.0,-0.00059,-0.42052,26.46569,-1.10958,2.0e-5,1.70972,0.00027,1.0,-2.0e-5,-0.07811,0.49998,-2.0e-5,-0.07811,1.0,0.36833
6.237,20.48722,126.5768,-0.0,13.15182,-6.25863,0.0,-0.0,-1.0e-5,-0.20612,0.97853,0.0006,-0.0012,-0.40117,28.32793,-2.03011,0.00012,1.6734,0.00087,1.0,0.14842,-0.1328,0.54998,0.04998,-0.12811,1.0,0.39
6.253,20.70782,126.47099,0.0,13.31941,-6.43818,0.0,1.0e-5,-3.0e-5,-0.20931,0.97785,0.00185,-0.00208,-0.37946,30.16528,-2.90021,0.00043,1.64523,0.00203,1.0,0.28124,-0.18749,0.59998,0.09998,-0.17811,1.0,0.41167
6.269,20.93129,126.36215,0.0,13.4971,-6.62222,1.0e-5,3.0e-5,-5.0e-5,-0.2123,0.9772,0.00377,-0.00322,-0.35532,31.9835,-3.70745,0.00115,1.62623,0.00398,1.0,0.43749,-0.26561,0.64998,0.14998,-0.22811,1.0,0.43333
6.286,21.15781,126.25021,0.0,13.68481,-6.81033,2.0e-5,6.0e-5,-9.0e-5,-0.21508,0.9766,0.00641,-0.00465,-0.32868,33.78899,-4.43851,0.00253,1.61731,0.00693,1.0,0.56249,-0.39062,0.69998,0.19998,-0.27811,1.0,0.455
6.302,21.38754,126.13511,0.0,13.88253,-7.00199,5.0e-5,0.00012,-0.00015,-0.21764,0.97603,0.0098,-0.00639,-0.2995,35.58877,-5.0791,0.00485,1.6193,0.01112,1.0,0.63281,-0.5078,0.74998,0.24998,-0.32811,1.0,0.47667
6.319,21.62065,126.01678,0.0,14.09025,-7.19662,0.0001,0.0002,-0.00024,-0.21995,0.97551,0.014,-0.00844,-0.26773,37.39051,-5.61407,0.00848,1.63293,0.01678,1.0,0.73437,-0.60156,0.79998,0.29998,-0.37811,1.0,0.49833
6.336,21.85731,125.89519,0.0,14.30804,-7.39355,0.00017,0.00032,-0.00034,-0.22198,0.97505,0.01905,-0.01082,-0.23333,39.2024,-6.02738,0.01387,1.65882,0.02414,1.0,0.79687,-0.64843,0.84998,0.34998,-0.42811,1.0,0.52
6.353,22.09768,125.7703,1.0e-5,14.536,-7.59201,0.00029,0.00047,-0.00048,-0.22373,0.97465,0.025,-0.01355,-0.19627,41.03308,-6.30219,0.02158,1.69749,0.03344,1.0,0.84375,-0.67187,0.89998,0.39998,-0.47811,1.0,0.54167
6.37,22.34194,125.6421,1.0e-5,14.77429,-7.79112,0.00047,0.00068,-0.00066,-0.22516,0.97432,0.03191,-0.01664,-0.15655,42.89153,-6.42088,0.03234,1.74932,0.04493,1.0,0.86719,-0.71875,0.94998,0.44998,-0.52811,1.0,0.56333
6.386,22.59025,125.51058,2.0e-5,15.02311,-7.98993,0.00074,0.00093,-0.00087,-0.22626,0.97407,0.03984,-0.02011,-0.11415,44.78692,-6.36516,0.04705,1.8146,0.05885,1.0,0.86719,-0.72656,0.99998,0.49998,-0.57811,1.0,0.585
6.403,22.8428,125.37576,4.0e-5,15.2827,-8.18736,0.00111,0.00125,-0.00114,-0.22701,0.97389,0.04883,-0.02398,-0.07123,46.72705,-6.11866,0.06684,1.89315,0.07545,1.0,0.875,-0.73437,1.0,0.54998,-0.62811,1.0,0.60667
6.419,23.09977,125.23767,6.0e-5,15.55334,-8.38234,0.00162,0.00164,-0.00145,-0.22742,0.9738,0.05897,-0.02827,-0.02794,48.71406,-5.67485,0.09309,1.98346,0.09497,1.0,0.86719,-0.73437,1.0,0.59998,-0.67811,1.0,0.62833
6.436,23.36135,125.09635,0.0001,15.83527,-8.57373,0.00233,0.00211,-0.00182,-0.22747,0.97378,0.0703,-0.03299,0.01556,50.74779,-5.03019,0.12747,2.08374,0.11766,1.0,0.86719,-0.75,1.0,0.64998,-0.72811,1.0,0.65
6.452,23.62771,124.95188,0.00014,16.12875,-8.7604,0.00329,0.00266,-0.00225,-0.22716,0.97385,0.08289,-0.03812,0.05912,52.82698,-4.18176,0.17195,2.19224,0.14376,1.0,0.86719,-0.77343,1.0,0.69998,-0.77343,1.0,0.67167
6.469,23.89907,124.80435,0.00021,16.43402,-8.94122,0.00456,0.00331,-0.00276,-0.22651,0.974,0.09682,-0.0435,0.1026,54.94915,-3.12743,0.22885,2.30733,0.17347,1.0,0.86719,-0.79687,1.0,0.74998,-0.79687,1.0,0.69333
