time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.016,14.28064,128.73805,0.0,12.91314,-3.01146,0.0,0.0,0.0,-0.09196,0.9959,0.0,0.0,-0.45148,-14.24625,14.90407,0.0,0.04516,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.033,14.49521,128.68718,0.0,12.83523,-3.09255,0.0,0.0,0.0,-0.09571,0.99556,0.0,0.0,-0.45565,-14.02436,14.82392,0.0,0.04496,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.049,14.70849,128.63496,0.0,12.75852,-3.17405,0.0,0.0,0.0,-0.09949,0.99519,0.0,0.0,-0.45969,-13.80758,14.74929,0.0,0.04476,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.066,14.92051,128.58138,0.0,12.68299,-3.25594,0.0,0.0,0.0,-0.1033,0.99481,0.0,0.0,-0.46361,-13.59587,14.67965,0.0,0.04456,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.083,15.13127,128.52642,0.0,12.60861,-3.33819,0.0,0.0,0.0,-0.10714,0.99441,0.0,0.0,-0.46741,-13.38918,14.6145,0.0,0.04436,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.099,15.3408,128.4701,0.0,12.53534,-3.42079,0.0,0.0,0.0,-0.11101,0.994,0.0,0.0,-0.47109,-13.18747,14.55339,0.0,0.04416,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.116,15.54912,128.4124,0.0,12.46317,-3.5037,0.0,0.0,0.0,-0.11492,0.99356,0.0,0.0,-0.47466,-12.99071,14.4959,0.0,0.04396,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.133,15.75625,128.35331,0.0,12.39207,-3.58691,0.0,0.0,0.0,-0.11884,0.99311,0.0,0.0,-0.47812,-12.79886,14.44167,0.0,0.04375,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.149,15.9622,128.29283,0.0,12.322,-3.67041,0.0,0.0,0.0,-0.1228,0.99263,0.0,0.0,-0.48147,-12.61188,14.39034,0.0,0.04355,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.166,16.16699,128.23096,0.0,12.25295,-3.75418,0.0,0.0,0.0,-0.12678,0.99214,0.0,0.0,-0.4847,-12.42974,14.34162,0.0,0.04333,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.183,16.37064,128.16769,0.0,12.18488,-3.8382,0.0,0.0,0.0,-0.13079,0.99163,0.0,0.0,-0.48783,-12.25242,14.29522,0.0,0.04311,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.199,16.57316,128.10302,0.0,12.11777,-3.92248,0.0,0.0,0.0,-0.13482,0.9911,0.0,0.0,-0.49084,-12.07987,14.2509,0.0,0.04289,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.216,16.77457,128.03694,0.0,12.05159,-4.00698,0.0,0.0,0.0,-0.13887,0.99055,0.0,0.0,-0.49374,-11.91207,14.20843,0.0,0.04265,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.233,16.97489,127.96945,0.0,11.98632,-4.09172,0.0,0.0,0.0,-0.14295,0.98997,0.0,0.0,-0.49653,-11.74899,14.16764,0.0,0.04241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.249,17.17412,127.90054,0.0,11.92192,-4.17667,0.0,0.0,0.0,-0.14704,0.98938,0.0,0.0,-0.4992,-11.59059,14.12835,0.0,0.04216,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.266,17.37229,127.83022,0.0,11.85839,-4.26184,0.0,0.0,0.0,-0.15116,0.98877,0.0,0.0,-0.50176,-11.43684,14.09043,0.0,0.04189,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.283,17.56941,127.75848,0.0,11.79568,-4.3472,0.0,0.0,0.0,-0.15529,0.98814,0.0,0.0,-0.5042,-11.28771,14.05374,0.0,0.04162,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.299,17.76549,127.68532,0.0,11.73377,-4.43277,0.0,0.0,0.0,-0.15944,0.98749,0.0,0.0,-0.50652,-11.14316,14.0182,0.0,0.04134,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.316,17.96054,127.61072,0.0,11.67264,-4.51853,0.0,0.0,0.0,-0.16361,0.98681,0.0,0.0,-0.50871,-11.00314,13.98373,0.0,0.04105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.332,18.15458,127.5347,0.0,11.61227,-4.60447,0.0,0.0,0.0,-0.16779,0.98612,0.0,0.0,-0.51079,-10.86762,13.95025,0.0,0.04074,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.349,18.34762,127.45724,0.0,11.55262,-4.69059,0.0,0.0,0.0,-0.17199,0.98541,0.0,0.0,-0.51273,-10.73656,13.91774,0.0,0.04043,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.366,18.53968,127.37834,0.0,11.49367,-4.77689,0.0,0.0,0.0,-0.1762,0.98467,0.0,0.0,-0.51455,-10.6099,13.88615,0.0,0.0401,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.383,18.73075,127.29801,0.0,11.43541,-4.86336,0.0,0.0,0.0,-0.18042,0.98392,0.0,0.0,-0.51624,-10.48759,13.85548,0.0,0.03976,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.399,18.92086,127.21623,0.0,11.3778,-4.94999,0.0,0.0,0.0,-0.18465,0.98314,0.0,0.0,-0.5178,-10.3696,13.82573,0.0,0.03941,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.416,19.11002,127.13301,0.0,11.32082,-5.03679,0.0,0.0,0.0,-0.18889,0.98234,0.0,0.0,-0.51921,-10.25584,13.79689,0.0,0.03906,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.433,19.29823,127.04833,0.0,11.26446,-5.12374,0.0,0.0,0.0,-0.19314,0.98153,0.0,0.0,-0.5205,-10.14628,13.769,0.0,0.03869,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.449,19.48551,126.96221,0.0,11.20867,-5.21084,0.0,0.0,0.0,-0.19739,0.98069,0.0,0.0,-0.52164,-10.04083,13.74209,0.0,0.03831,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.466,19.67186,126.87464,0.0,11.15345,-5.29808,0.0,0.0,0.0,-0.20166,0.97983,0.0,0.0,-0.52263,-9.93944,13.7162,0.0,0.03792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.483,19.85729,126.78561,0.0,11.09878,-5.38546,0.0,0.0,0.0,-0.20592,0.97895,0.0,0.0,-0.52348,-9.84203,13.69138,0.0,0.03752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.499,20.04182,126.69512,0.0,11.04462,-5.47298,0.0,0.0,0.0,-0.21019,0.97806,0.0,0.0,-0.52419,-9.74853,13.66768,0.0,0.03711,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.516,20.22545,126.60318,0.0,10.99096,-5.56061,0.0,0.0,0.0,-0.21446,0.97714,0.0,0.0,-0.52475,-9.65885,13.64518,0.0,0.0367,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.533,20.40819,126.50977,0.0,10.93778,-5.64837,0.0,0.0,0.0,-0.21873,0.9762,0.0,0.0,-0.52515,-9.5729,13.62394,0.0,0.03627,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.549,20.59005,126.4149,0.0,10.88505,-5.73623,0.0,0.0,0.0,-0.223,0.97524,0.0,0.0,-0.5254,-9.49061,13.60404,0.0,0.03584,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.566,20.77103,126.31856,0.0,10.83276,-5.8242,0.0,0.0,0.0,-0.22727,0.97427,0.0,0.0,-0.5255,-9.41187,13.58555,0.0,0.0354,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.583,20.95114,126.22075,0.0,10.78089,-5.91227,0.0,0.0,0.0,-0.23154,0.97327,0.0,0.0,-0.52544,-9.3366,13.56857,0.0,0.03496,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.599,21.13039,126.12148,0.0,10.72942,-6.00042,0.0,0.0,0.0,-0.23579,0.97226,0.0,0.0,-0.52523,-9.26467,13.55318,0.0,0.03451,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.616,21.30879,126.02074,0.0,10.67833,-6.08864,0.0,0.0,0.0,-0.24005,0.97123,0.0,0.0,-0.52485,-9.196,13.53947,0.0,0.03406,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.633,21.48634,125.91853,0.0,10.62761,-6.17693,0.0,0.0,0.0,-0.24429,0.97018,0.0,0.0,-0.52432,-9.13046,13.52754,0.0,0.0336,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,21.66305,125.81484,0.0,10.57723,-6.26528,0.0,0.0,0.0,-0.24853,0.96911,0.0,0.0,-0.52362,-9.06794,13.51747,0.0,0.03314,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.666,21.83892,125.70968,0.0,10.52718,-6.35367,0.0,0.0,0.0,-0.25276,0.96803,0.0,0.0,-0.52277,-9.00832,13.50937,0.0,0.03268,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.683,22.01396,125.60305,0.0,10.47745,-6.4421,0.0,0.0,0.0,-0.25697,0.96693,0.0,0.0,-0.52175,-8.95148,13.50333,0.0,0.03222,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,22.18817,125.49495,0.0,10.42802,-6.53054,0.0,0.0,0.0,-0.26118,0.96581,0.0,0.0,-0.52057,-8.89729,13.49944,0.0,0.03175,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.716,22.36156,125.38537,0.0,10.37888,-6.619,0.0,0.0,0.0,-0.26536,0.96468,0.0,0.0,-0.51923,-8.84561,13.4978,0.0,0.03129,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.733,22.53413,125.27431,0.0,10.33001,-6.70745,0.0,0.0,0.0,-0.26953,0.96353,0.0,0.0,-0.51772,-8.79632,13.49851,0.0,0.03083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.749,22.7059,125.16179,0.0,10.28141,-6.79589,0.0,0.0,0.0,-0.27369,0.96237,0.0,0.0,-0.51606,-8.74928,13.50164,0.0,0.03037,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.766,22.87685,125.04778,0.0,10.23305,-6.88429,0.0,0.0,0.0,-0.27783,0.96119,0.0,0.0,-0.51423,-8.70434,13.5073,0.0,0.02991,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.783,23.047,124.93231,0.0,10.18493,-6.97265,0.0,0.0,0.0,-0.28194,0.96,0.0,0.0,-0.51225,-8.66136,13.51557,0.0,0.02945,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.799,23.21635,124.81536,0.0,10.13704,-7.06095,0.0,0.0,0.0,-0.28604,0.9588,0.0,0.0,-0.5101,-8.62019,13.52654,0.0,0.029,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.816,23.3849,124.69695,0.0,10.08937,-7.14917,0.0,0.0,0.0,-0.29011,0.95758,0.0,0.0,-0.5078,-8.58069,13.54028,0.0,0.02856,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.833,23.55266,124.57706,0.0,10.04191,-7.23729,0.0,0.0,0.0,-0.29416,0.95636,0.0,0.0,-0.50534,-8.5427,13.55688,0.0,0.02812,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.849,23.71964,124.4557,0.0,9.99465,-7.32531,0.0,0.0,0.0,-0.29819,0.95512,0.0,0.0,-0.50273,-8.50607,13.5764,0.0,0.02769,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.866,23.88582,124.33288,0.0,9.9476,-7.41321,0.0,0.0,0.0,-0.30219,0.95387,0.0,0.0,-0.49996,-8.47065,13.59891,0.0,0.02726,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.883,24.05122,124.2086,0.0,9.90073,-7.50096,0.0,0.0,0.0,-0.30616,0.95261,0.0,0.0,-0.49704,-8.43629,13.62448,0.0,0.02684,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.899,24.21585,124.08285,0.0,9.85404,-7.58855,0.0,0.0,0.0,-0.3101,0.95135,0.0,0.0,-0.49398,-8.40282,13.65316,0.0,0.02644,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.916,24.37969,123.95565,0.0,9.80754,-7.67597,0.0,0.0,0.0,-0.31402,0.95007,0.0,0.0,-0.49077,-8.37009,13.68501,0.0,0.02604,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.933,24.54277,123.82699,0.0,9.76122,-7.76319,0.0,0.0,0.0,-0.3179,0.94879,0.0,0.0,-0.48741,-8.33796,13.72008,0.0,0.02565,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.949,24.70507,123.69688,0.0,9.71508,-7.8502,0.0,0.0,0.0,-0.32175,0.9475,0.0,0.0,-0.48392,-8.30626,13.75841,0.0,0.02527,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.966,24.8666,123.56532,0.0,9.6691,-7.93698,0.0,0.0,0.0,-0.32557,0.9462,0.0,0.0,-0.48029,-8.27485,13.80002,0.0,0.0249,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.983,25.02737,123.43231,0.0,9.62331,-8.02351,0.0,0.0,0.0,-0.32935,0.9449,0.0,0.0,-0.47652,-8.24357,13.84496,0.0,0.02455,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.999,25.18738,123.29787,0.0,9.57768,-8.10977,0.0,0.0,0.0,-0.3331,0.94359,0.0,0.0,-0.47263,-8.21227,13.89323,0.0,0.02421,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.016,25.34663,123.16199,0.0,9.53223,-8.19574,0.0,0.0,0.0,-0.33682,0.94228,0.0,0.0,-0.4686,-8.18082,13.94487,0.0,0.02388,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.033,25.50512,123.02468,0.0,9.48696,-8.2814,0.0,0.0,0.0,-0.34049,0.94096,0.0,0.0,-0.46446,-8.14906,13.99988,0.0,0.02356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.05,25.66286,122.88595,0.0,9.44187,-8.36675,0.0,0.0,0.0,-0.34413,0.93965,0.0,0.0,-0.4602,-8.11685,14.05825,0.0,0.02326,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.066,25.81985,122.74579,0.0,9.39696,-8.45175,0.0,0.0,0.0,-0.34773,0.93833,0.0,0.0,-0.45582,-8.08407,14.11999,0.0,0.02297,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.083,25.9761,122.60422,0.0,9.35223,-8.53639,0.0,0.0,0.0,-0.3513,0.93701,0.0,0.0,-0.45133,-8.05058,14.18509,0.0,0.0227,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.099,26.1316,122.46125,0.0,9.3077,-8.62064,0.0,0.0,0.0,-0.35482,0.93569,0.0,0.0,-0.44674,-8.01626,14.25352,0.0,0.02244,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.116,26.28636,122.31687,0.0,9.26336,-8.7045,0.0,0.0,0.0,-0.3583,0.93437,0.0,0.0,-0.44205,-7.98097,14.32526,0.0,0.02219,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.133,26.44038,122.1711,0.0,9.21922,-8.78795,0.0,0.0,0.0,-0.36174,0.93305,0.0,0.0,-0.43726,-7.94462,14.40029,0.0,0.02196,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.149,26.59367,122.02394,0.0,9.17529,-8.87095,0.0,0.0,0.0,-0.36514,0.93173,0.0,0.0,-0.43238,-7.90709,14.47856,0.0,0.02175,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.166,26.74622,121.87541,0.0,9.13158,-8.95351,0.0,0.0,0.0,-0.36849,0.93042,0.0,0.0,-0.42742,-7.86827,14.56002,0.0,0.02155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.183,26.89805,121.7255,0.0,9.08809,-9.03559,0.0,0.0,0.0,-0.3718,0.92911,0.0,0.0,-0.42237,-7.82807,14.64464,0.0,0.02136,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,27.04916,121.57422,0.0,9.04483,-9.11719,0.0,0.0,0.0,-0.37507,0.9278,0.0,0.0,-0.41725,-7.7864,14.73235,0.0,0.02119,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.216,27.19955,121.4216,0.0,9.00182,-9.19828,0.0,0.0,0.0,-0.37829,0.9265,0.0,0.0,-0.41205,-7.74318,14.82309,0.0,0.02104,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.233,27.34922,121.26762,0.0,8.95905,-9.27886,0.0,0.0,0.0,-0.38147,0.9252,0.0,0.0,-0.40679,-7.69833,14.9168,0.0,0.0209,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
