time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta
6.009,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.253,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.253,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.254,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.255,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
6.256,13.04145,129.89097,-0.00595,26.49131,0.45867,-0.04256,-0.01117,0.00346,0.02621,0.99959,-0.07972,0.02114,0.11775,21.51885,39.27574,-0.66659,2.01539,-0.28999
