time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.002,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.249,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.249,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.249,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.249,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.249,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.25,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.251,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.251,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.251,24.60089,129.87794,0.00309,28.63281,0.88581,0.01586,-0.00311,0.00262,0.03122,0.9995,-0.01188,0.00376,0.13022,9.46223,40.63215,0.14573,1.80659,-0.32884,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.258,25.07853,129.89323,0.00337,28.68322,0.94919,0.01668,-0.0032,0.00265,0.03231,0.99947,-0.01201,0.0035,0.13192,9.07358,40.82723,0.14703,1.80857,-0.3344,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.269,25.55699,129.90958,0.00365,28.73152,1.01359,0.0175,-0.0033,0.00268,0.03342,0.99943,-0.01213,0.00323,0.13355,8.69354,41.01297,0.14798,1.81039,-0.33975,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.286,26.03623,129.92702,0.00395,28.77775,1.07898,0.01833,-0.0034,0.0027,0.03454,0.99939,-0.01225,0.00297,0.13511,8.32197,41.1899,0.14857,1.81205,-0.34489,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.303,26.51623,129.94555,0.00426,28.82197,1.14531,0.01915,-0.0035,0.00273,0.03567,0.99935,-0.01236,0.00271,0.13661,7.95871,41.3585,0.14879,1.81357,-0.3498,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.319,26.99695,129.9652,0.00459,28.86421,1.21253,0.01998,-0.0036,0.00275,0.03682,0.99931,-0.01248,0.00244,0.13806,7.6036,41.51926,0.14863,1.81498,-0.3545,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.336,27.47836,129.98598,0.00493,28.90452,1.2806,0.0208,-0.00371,0.00277,0.03797,0.99927,-0.01259,0.00218,0.13945,7.2565,41.67261,0.14807,1.81629,-0.35897,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.353,27.96043,130.00789,0.00528,28.94295,1.34948,0.02162,-0.00381,0.00278,0.03914,0.99922,-0.01269,0.00192,0.14079,6.91723,41.81898,0.14711,1.81751,-0.36321,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
6.369,28.44312,130.03096,0.00565,28.97954,1.41914,0.02243,-0.00391,0.0028,0.04032,0.99918,-0.0128,0.00166,0.14208,6.58565,41.95873,0.14574,1.81866,-0.36721,0.00098,-0.00098,0.00392,0.00098,-0.00098,0.00392
