time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained
6.015,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.264,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.264,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.265,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.266,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.266,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.267,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.267,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.267,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.268,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.268,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.269,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.269,21.75696,129.76694,0.00018,28.29578,0.40129,0.00116,-0.00026,0.00024,0.02247,0.99975,-0.00111,0.00051,0.11099,12.11105,38.57305,0.01349,1.76083,-0.02955,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.269,22.2291,129.77406,0.0002,28.36062,0.45358,0.00123,-0.00027,0.00025,0.0234,0.99973,-0.00113,0.00048,0.11324,11.6723,38.83331,0.01379,1.76428,-0.03021,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.282,22.70231,129.78206,0.00022,28.42308,0.50726,0.00131,-0.00028,0.00025,0.02436,0.9997,-0.00114,0.00046,0.11538,11.24297,39.08149,0.01407,1.76743,-0.03085,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.299,23.17653,129.79097,0.00024,28.48321,0.56225,0.00139,-0.00029,0.00025,0.02533,0.99968,-0.00116,0.00044,0.11741,10.82293,39.31796,0.01432,1.77031,-0.03147,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.315,23.65173,129.80081,0.00027,28.54105,0.61849,0.00147,-0.0003,0.00026,0.02631,0.99965,-0.00117,0.00041,0.11935,10.41206,39.54314,0.01454,1.77292,-0.03207,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.331,24.12788,129.8116,0.00029,28.59667,0.67592,0.00155,-0.00031,0.00026,0.02731,0.99963,-0.00118,0.00039,0.1212,10.01023,39.75753,0.01473,1.7753,-0.03265,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.348,24.60494,129.82335,0.00032,28.6501,0.73448,0.00164,-0.00032,0.00026,0.02833,0.9996,-0.00119,0.00036,0.12297,9.6173,39.96166,0.01489,1.77746,-0.03321,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.364,25.08287,129.83608,0.00035,28.70139,0.79413,0.00172,-0.00033,0.00027,0.02936,0.99957,-0.00121,0.00033,0.12466,9.23314,40.15604,0.01501,1.77943,-0.03375,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.381,25.56164,129.84982,0.00038,28.7506,0.8548,0.0018,-0.00034,0.00027,0.03041,0.99954,-0.00122,0.00031,0.12628,8.85758,40.34122,0.0151,1.78123,-0.03427,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.398,26.04122,129.86458,0.00041,28.79777,0.91645,0.00189,-0.00035,0.00027,0.03147,0.9995,-0.00123,0.00028,0.12784,8.49049,40.5177,0.01516,1.78287,-0.03477,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.415,26.52156,129.88038,0.00044,28.84295,0.97904,0.00197,-0.00036,0.00027,0.03254,0.99947,-0.00124,0.00025,0.12933,8.13172,40.686,0.01517,1.78438,-0.03525,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.431,27.00264,129.89722,0.00047,28.88617,1.04253,0.00206,-0.00037,0.00028,0.03362,0.99943,-0.00125,0.00023,0.13077,7.7811,40.84657,0.01515,1.78578,-0.0357,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.448,27.48442,129.91513,0.00051,28.9275,1.10686,0.00214,-0.00038,0.00028,0.03472,0.9994,-0.00126,0.0002,0.13216,7.43847,40.99987,0.01509,1.78707,-0.03613,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.465,27.96688,129.93412,0.00055,28.96696,1.172,0.00222,-0.00039,0.00028,0.03582,0.99936,-0.00127,0.00018,0.1335,7.10368,41.14629,0.01498,1.78828,-0.03654,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.481,28.44998,129.9542,0.00058,29.00461,1.23793,0.00231,-0.0004,0.00028,0.03694,0.99932,-0.00128,0.00015,0.13478,6.77657,41.28623,0.01484,1.78942,-0.03693,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.498,28.93369,129.97539,0.00062,29.04048,1.3046,0.00239,-0.00041,0.00028,0.03807,0.99928,-0.00129,0.00012,0.13603,6.45697,41.42002,0.01465,1.79049,-0.03729,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.515,29.41798,129.9977,0.00066,29.07462,1.37197,0.00247,-0.00042,0.00028,0.0392,0.99923,-0.0013,0.0001,0.13723,6.14472,41.54797,0.01442,1.79151,-0.03763,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.531,29.90283,130.02113,0.0007,29.10706,1.44003,0.00255,-0.00043,0.00028,0.04035,0.99919,-0.00131,7.0e-5,0.13838,5.83967,41.67036,0.01415,1.79248,-0.03794,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.548,30.38821,130.0457,0.00075,29.13785,1.50874,0.00262,-0.00044,0.00029,0.04151,0.99914,-0.00132,5.0e-5,0.1395,5.54164,41.78745,0.01383,1.79341,-0.03823,0.0001,-0.0001,0.00039,0.0,0.0,0.0
6.565,30.87409,130.07142,0.00079,29.16702,1.57807,0.0027,-0.00045,0.00029,0.04267,0.99909,-0.00133,3.0e-5,0.14058,5.25049,41.89946,0.01347,1.7943,-0.0385,0.0001,-0.0001,0.00039,0.0,0.0,0.0
