time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,fx_global,fy_global,fz_global,alpha,beta,pitch_demand,roll_demand,yaw_demand,pitch_demand_attained,roll_demand_attained,yaw_demand_attained,thrust_setting_demand,thrust_attained
6.017,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.046,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.074,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.103,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.132,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.16,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.189,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.217,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.246,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.274,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.303,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.331,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.362,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.391,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.421,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.451,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.479,0.33146,130.01163,0.0,19.77465,1.3958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,-40.56275,280.66331,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
